"","Month","Year","AllBeds","OneBed","TwoBeds","State","City","Date"
"6157",7,2012,778,583,816,"OH","Columbus",2012-07-01
"6158",8,2012,782,584,806,"OH","Columbus",2012-08-01
"6159",9,2012,802,605,817,"OH","Columbus",2012-09-01
"6160",10,2012,827,667,858,"OH","Columbus",2012-10-01
"6161",11,2012,804,633,834,"OH","Columbus",2012-11-01
"6162",12,2012,760,599,794,"OH","Columbus",2012-12-01
"6163",1,2013,737,610,780,"OH","Columbus",2013-01-01
"6164",2,2013,720,591,757,"OH","Columbus",2013-02-01
"6165",3,2013,720,607,754,"OH","Columbus",2013-03-01
"6166",4,2013,725,612,766,"OH","Columbus",2013-04-01
"6167",5,2013,733,627,772,"OH","Columbus",2013-05-01
"6168",6,2013,767,651,819,"OH","Columbus",2013-06-01
"6169",7,2013,762,641,811,"OH","Columbus",2013-07-01
"6170",8,2013,791,665,832,"OH","Columbus",2013-08-01
"6171",9,2013,818,658,848,"OH","Columbus",2013-09-01
"6172",10,2013,843,658,866,"OH","Columbus",2013-10-01
"6173",11,2013,860,678,884,"OH","Columbus",2013-11-01
"6174",12,2013,860,700,887,"OH","Columbus",2013-12-01
"6175",1,2014,864,718,888,"OH","Columbus",2014-01-01
"6176",2,2014,838,709,862,"OH","Columbus",2014-02-01
"6177",3,2014,865,728,895,"OH","Columbus",2014-03-01
"6178",4,2014,869,715,917,"OH","Columbus",2014-04-01
"6179",5,2014,860,704,924,"OH","Columbus",2014-05-01
"6180",6,2014,871,716,926,"OH","Columbus",2014-06-01
"6181",7,2014,881,729,921,"OH","Columbus",2014-07-01
"6182",8,2014,877,723,915,"OH","Columbus",2014-08-01
"6183",9,2014,882,722,920,"OH","Columbus",2014-09-01
"6184",10,2014,889,701,917,"OH","Columbus",2014-10-01
"6185",11,2014,892,693,941,"OH","Columbus",2014-11-01
"6186",12,2014,886,694,932,"OH","Columbus",2014-12-01
"6187",1,2015,877,709,944,"OH","Columbus",2015-01-01
"6188",2,2015,885,717,945,"OH","Columbus",2015-02-01
"6189",3,2015,915,738,976,"OH","Columbus",2015-03-01
"6190",4,2015,950,776,1022,"OH","Columbus",2015-04-01
"6191",5,2015,945,777,995,"OH","Columbus",2015-05-01
"6192",6,2015,971,790,1005,"OH","Columbus",2015-06-01
"6193",7,2015,968,794,994,"OH","Columbus",2015-07-01
"6194",8,2015,963,792,999,"OH","Columbus",2015-08-01
"6195",9,2015,962,799,1005,"OH","Columbus",2015-09-01
"6196",10,2015,966,755,998,"OH","Columbus",2015-10-01
"6197",11,2015,959,776,1013,"OH","Columbus",2015-11-01
"6198",12,2015,970,782,1023,"OH","Columbus",2015-12-01
"6199",1,2016,998,783,1025,"OH","Columbus",2016-01-01
"6200",2,2016,1032,806,1032,"OH","Columbus",2016-02-01
"6201",3,2016,1035,835,1047,"OH","Columbus",2016-03-01
"6202",4,2016,1037,835,1055,"OH","Columbus",2016-04-01
"6203",5,2016,1038,851,1062,"OH","Columbus",2016-05-01
"6204",6,2016,1044,876,1064,"OH","Columbus",2016-06-01
"6205",7,2016,1046,887,1056,"OH","Columbus",2016-07-01
"6206",8,2016,1052,902,1066,"OH","Columbus",2016-08-01
"6207",9,2016,1072,857,1054,"OH","Columbus",2016-09-01
"6208",10,2016,1052,832,1039,"OH","Columbus",2016-10-01
"6209",11,2016,1046,812,1043,"OH","Columbus",2016-11-01
"6210",12,2016,1074,829,1049,"OH","Columbus",2016-12-01
"6211",1,2017,1050,814,1028,"OH","Columbus",2017-01-01
"6212",2,2017,1061,822,1023,"OH","Columbus",2017-02-01
"6213",3,2017,1058,832,1047,"OH","Columbus",2017-03-01
"6214",4,2017,1062,842,1058,"OH","Columbus",2017-04-01
"6215",5,2017,1053,837,1046,"OH","Columbus",2017-05-01
"6216",6,2017,1059,854,1064,"OH","Columbus",2017-06-01
"6217",7,2017,1063,873,1072,"OH","Columbus",2017-07-01
"6218",8,2017,1062,889,1068,"OH","Columbus",2017-08-01
"6219",9,2017,1085,872,1078,"OH","Columbus",2017-09-01
"6220",10,2017,1081,823,1060,"OH","Columbus",2017-10-01
"6221",11,2017,1066,822,1062,"OH","Columbus",2017-11-01
"6222",12,2017,1048,833,1061,"OH","Columbus",2017-12-01
"6223",1,2018,1051,852,1080,"OH","Columbus",2018-01-01
"6224",2,2018,1034,842,1082,"OH","Columbus",2018-02-01
"6225",3,2018,1033,848,1081,"OH","Columbus",2018-03-01
"6226",4,2018,1050,868,1097,"OH","Columbus",2018-04-01
"6227",5,2018,1073,842,1116,"OH","Columbus",2018-05-01
"6228",6,2018,1084,860,1139,"OH","Columbus",2018-06-01
"6229",7,2018,1090,867,1132,"OH","Columbus",2018-07-01
"6230",8,2018,1096,864,1150,"OH","Columbus",2018-08-01
"6231",9,2018,1096,852,1150,"OH","Columbus",2018-09-01
"6232",10,2018,1081,815,1130,"OH","Columbus",2018-10-01
"6233",11,2018,1075,815,1123,"OH","Columbus",2018-11-01
"6234",12,2018,1074,821,1114,"OH","Columbus",2018-12-01
"6235",1,2019,1087,861,1125,"OH","Columbus",2019-01-01
"6236",2,2019,1097,863,1142,"OH","Columbus",2019-02-01
"6237",3,2019,1106,867,1145,"OH","Columbus",2019-03-01
"6238",1,2011,852,556,667,"CO","Colorado Springs",2011-01-01
"6239",2,2011,849,505,689,"CO","Colorado Springs",2011-02-01
"6240",3,2011,867,529,726,"CO","Colorado Springs",2011-03-01
"6241",4,2011,834,497,688,"CO","Colorado Springs",2011-04-01
"6242",5,2011,886,463,663,"CO","Colorado Springs",2011-05-01
"6243",6,2011,942,516,648,"CO","Colorado Springs",2011-06-01
"6244",7,2011,878,525,646,"CO","Colorado Springs",2011-07-01
"6245",8,2011,806,549,729,"CO","Colorado Springs",2011-08-01
"6246",9,2011,800,610,788,"CO","Colorado Springs",2011-09-01
"6247",10,2011,796,625,821,"CO","Colorado Springs",2011-10-01
"6248",11,2011,799,641,813,"CO","Colorado Springs",2011-11-01
"6249",12,2011,785,615,815,"CO","Colorado Springs",2011-12-01
"6250",1,2012,819,674,842,"CO","Colorado Springs",2012-01-01
"6251",2,2012,824,670,845,"CO","Colorado Springs",2012-02-01
"6252",3,2012,811,647,814,"CO","Colorado Springs",2012-03-01
"6253",4,2012,819,622,791,"CO","Colorado Springs",2012-04-01
"6254",5,2012,822,621,788,"CO","Colorado Springs",2012-05-01
"6255",6,2012,870,651,841,"CO","Colorado Springs",2012-06-01
"6256",7,2012,851,659,836,"CO","Colorado Springs",2012-07-01
"6257",8,2012,831,662,822,"CO","Colorado Springs",2012-08-01
"6258",9,2012,832,677,816,"CO","Colorado Springs",2012-09-01
"6259",10,2012,823,678,814,"CO","Colorado Springs",2012-10-01
"6260",11,2012,845,677,830,"CO","Colorado Springs",2012-11-01
"6261",12,2012,804,647,819,"CO","Colorado Springs",2012-12-01
"6262",1,2013,773,626,777,"CO","Colorado Springs",2013-01-01
"6263",2,2013,761,620,778,"CO","Colorado Springs",2013-02-01
"6264",3,2013,769,628,789,"CO","Colorado Springs",2013-03-01
"6265",4,2013,776,639,803,"CO","Colorado Springs",2013-04-01
"6266",5,2013,809,643,824,"CO","Colorado Springs",2013-05-01
"6267",6,2013,845,639,807,"CO","Colorado Springs",2013-06-01
"6268",7,2013,873,651,816,"CO","Colorado Springs",2013-07-01
"6269",8,2013,900,676,820,"CO","Colorado Springs",2013-08-01
"6270",9,2013,956,674,817,"CO","Colorado Springs",2013-09-01
"6271",10,2013,931,672,826,"CO","Colorado Springs",2013-10-01
"6272",11,2013,908,666,822,"CO","Colorado Springs",2013-11-01
"6273",12,2013,875,679,816,"CO","Colorado Springs",2013-12-01
"6274",1,2014,865,672,824,"CO","Colorado Springs",2014-01-01
"6275",2,2014,885,666,821,"CO","Colorado Springs",2014-02-01
"6276",3,2014,914,674,835,"CO","Colorado Springs",2014-03-01
"6277",4,2014,926,714,857,"CO","Colorado Springs",2014-04-01
"6278",5,2014,908,651,814,"CO","Colorado Springs",2014-05-01
"6279",6,2014,942,659,825,"CO","Colorado Springs",2014-06-01
"6280",7,2014,989,666,830,"CO","Colorado Springs",2014-07-01
"6281",8,2014,986,667,830,"CO","Colorado Springs",2014-08-01
"6282",9,2014,976,670,848,"CO","Colorado Springs",2014-09-01
"6283",10,2014,970,670,852,"CO","Colorado Springs",2014-10-01
"6284",11,2014,960,680,851,"CO","Colorado Springs",2014-11-01
"6285",12,2014,969,694,858,"CO","Colorado Springs",2014-12-01
"6286",1,2015,961,698,867,"CO","Colorado Springs",2015-01-01
"6287",2,2015,960,711,886,"CO","Colorado Springs",2015-02-01
"6288",3,2015,970,710,893,"CO","Colorado Springs",2015-03-01
"6289",4,2015,977,726,902,"CO","Colorado Springs",2015-04-01
"6290",5,2015,1036,718,889,"CO","Colorado Springs",2015-05-01
"6291",6,2015,1075,729,902,"CO","Colorado Springs",2015-06-01
"6292",7,2015,1051,724,903,"CO","Colorado Springs",2015-07-01
"6293",8,2015,1034,737,916,"CO","Colorado Springs",2015-08-01
"6294",9,2015,1017,762,947,"CO","Colorado Springs",2015-09-01
"6295",10,2015,995,773,960,"CO","Colorado Springs",2015-10-01
"6296",11,2015,983,797,975,"CO","Colorado Springs",2015-11-01
"6297",12,2015,962,807,973,"CO","Colorado Springs",2015-12-01
"6298",1,2016,958,802,973,"CO","Colorado Springs",2016-01-01
"6299",2,2016,965,800,1009,"CO","Colorado Springs",2016-02-01
"6300",3,2016,998,845,1053,"CO","Colorado Springs",2016-03-01
"6301",4,2016,1018,873,1072,"CO","Colorado Springs",2016-04-01
"6302",5,2016,1020,867,1072,"CO","Colorado Springs",2016-05-01
"6303",6,2016,1034,887,1092,"CO","Colorado Springs",2016-06-01
"6304",7,2016,1047,907,1100,"CO","Colorado Springs",2016-07-01
"6305",8,2016,1068,941,1118,"CO","Colorado Springs",2016-08-01
"6306",9,2016,1083,952,1138,"CO","Colorado Springs",2016-09-01
"6307",10,2016,1067,937,1126,"CO","Colorado Springs",2016-10-01
"6308",11,2016,1064,929,1111,"CO","Colorado Springs",2016-11-01
"6309",12,2016,1072,929,1126,"CO","Colorado Springs",2016-12-01
"6310",1,2017,1062,919,1104,"CO","Colorado Springs",2017-01-01
"6311",2,2017,1057,909,1100,"CO","Colorado Springs",2017-02-01
"6312",3,2017,1057,903,1114,"CO","Colorado Springs",2017-03-01
"6313",4,2017,1079,945,1128,"CO","Colorado Springs",2017-04-01
"6314",5,2017,1094,948,1156,"CO","Colorado Springs",2017-05-01
"6315",6,2017,1127,968,1183,"CO","Colorado Springs",2017-06-01
"6316",7,2017,1127,976,1169,"CO","Colorado Springs",2017-07-01
"6317",8,2017,1129,974,1165,"CO","Colorado Springs",2017-08-01
"6318",9,2017,1142,997,1176,"CO","Colorado Springs",2017-09-01
"6319",10,2017,1135,988,1165,"CO","Colorado Springs",2017-10-01
"6320",11,2017,1124,984,1158,"CO","Colorado Springs",2017-11-01
"6321",12,2017,1115,975,1166,"CO","Colorado Springs",2017-12-01
"6322",1,2018,1128,995,1178,"CO","Colorado Springs",2018-01-01
"6323",2,2018,1142,1012,1191,"CO","Colorado Springs",2018-02-01
"6324",3,2018,1137,994,1201,"CO","Colorado Springs",2018-03-01
"6325",4,2018,1139,1006,1198,"CO","Colorado Springs",2018-04-01
"6326",5,2018,1144,1014,1207,"CO","Colorado Springs",2018-05-01
"6327",6,2018,1149,1014,1211,"CO","Colorado Springs",2018-06-01
"6328",7,2018,1154,1022,1209,"CO","Colorado Springs",2018-07-01
"6329",8,2018,1151,1020,1198,"CO","Colorado Springs",2018-08-01
"6330",9,2018,1137,1012,1187,"CO","Colorado Springs",2018-09-01
"6331",10,2018,1116,996,1174,"CO","Colorado Springs",2018-10-01
"6332",11,2018,1133,1019,1190,"CO","Colorado Springs",2018-11-01
"6333",12,2018,1138,1021,1193,"CO","Colorado Springs",2018-12-01
"6334",1,2019,1162,1030,1210,"CO","Colorado Springs",2019-01-01
"6335",2,2019,1152,1028,1189,"CO","Colorado Springs",2019-02-01
"6336",3,2019,1133,1019,1158,"CO","Colorado Springs",2019-03-01
"6337",1,2011,622,553,671,"OH","Cleveland",2011-01-01
"6338",2,2011,657,556,699,"OH","Cleveland",2011-02-01
"6339",3,2011,622,518,784,"OH","Cleveland",2011-03-01
"6340",4,2011,617,519,782,"OH","Cleveland",2011-04-01
"6341",5,2011,623,525,783,"OH","Cleveland",2011-05-01
"6342",6,2011,621,525,786,"OH","Cleveland",2011-06-01
"6343",7,2011,633,523,812,"OH","Cleveland",2011-07-01
"6344",8,2011,732,568,866,"OH","Cleveland",2011-08-01
"6345",9,2011,771,610,887,"OH","Cleveland",2011-09-01
"6346",10,2011,795,634,910,"OH","Cleveland",2011-10-01
"6347",11,2011,798,641,892,"OH","Cleveland",2011-11-01
"6348",12,2011,783,611,887,"OH","Cleveland",2011-12-01
"6349",1,2012,819,636,933,"OH","Cleveland",2012-01-01
"6350",2,2012,789,629,906,"OH","Cleveland",2012-02-01
"6351",3,2012,759,629,893,"OH","Cleveland",2012-03-01
"6352",4,2012,787,617,944,"OH","Cleveland",2012-04-01
"6353",5,2012,803,599,925,"OH","Cleveland",2012-05-01
"6354",6,2012,824,604,903,"OH","Cleveland",2012-06-01
"6355",7,2012,756,591,874,"OH","Cleveland",2012-07-01
"6356",8,2012,750,600,877,"OH","Cleveland",2012-08-01
"6357",9,2012,745,603,863,"OH","Cleveland",2012-09-01
"6358",10,2012,764,616,874,"OH","Cleveland",2012-10-01
"6359",11,2012,764,598,886,"OH","Cleveland",2012-11-01
"6360",12,2012,740,580,837,"OH","Cleveland",2012-12-01
"6361",1,2013,720,566,818,"OH","Cleveland",2013-01-01
"6362",2,2013,729,578,810,"OH","Cleveland",2013-02-01
"6363",3,2013,728,570,819,"OH","Cleveland",2013-03-01
"6364",4,2013,718,571,840,"OH","Cleveland",2013-04-01
"6365",5,2013,739,590,873,"OH","Cleveland",2013-05-01
"6366",6,2013,730,584,833,"OH","Cleveland",2013-06-01
"6367",7,2013,725,585,836,"OH","Cleveland",2013-07-01
"6368",8,2013,694,560,765,"OH","Cleveland",2013-08-01
"6369",9,2013,718,575,833,"OH","Cleveland",2013-09-01
"6370",10,2013,750,610,853,"OH","Cleveland",2013-10-01
"6371",11,2013,743,597,838,"OH","Cleveland",2013-11-01
"6372",12,2013,732,579,838,"OH","Cleveland",2013-12-01
"6373",1,2014,764,606,859,"OH","Cleveland",2014-01-01
"6374",2,2014,744,592,839,"OH","Cleveland",2014-02-01
"6375",3,2014,730,590,816,"OH","Cleveland",2014-03-01
"6376",4,2014,775,625,853,"OH","Cleveland",2014-04-01
"6377",5,2014,830,677,936,"OH","Cleveland",2014-05-01
"6378",6,2014,870,721,967,"OH","Cleveland",2014-06-01
"6379",7,2014,875,723,967,"OH","Cleveland",2014-07-01
"6380",8,2014,847,691,932,"OH","Cleveland",2014-08-01
"6381",9,2014,835,684,924,"OH","Cleveland",2014-09-01
"6382",10,2014,841,692,941,"OH","Cleveland",2014-10-01
"6383",11,2014,841,693,936,"OH","Cleveland",2014-11-01
"6384",12,2014,847,694,922,"OH","Cleveland",2014-12-01
"6385",1,2015,851,712,947,"OH","Cleveland",2015-01-01
"6386",2,2015,873,733,992,"OH","Cleveland",2015-02-01
"6387",3,2015,964,804,1101,"OH","Cleveland",2015-03-01
"6388",4,2015,961,782,1111,"OH","Cleveland",2015-04-01
"6389",5,2015,1002,828,1158,"OH","Cleveland",2015-05-01
"6390",6,2015,964,792,1093,"OH","Cleveland",2015-06-01
"6391",7,2015,956,801,1057,"OH","Cleveland",2015-07-01
"6392",8,2015,971,819,1079,"OH","Cleveland",2015-08-01
"6393",9,2015,962,831,1067,"OH","Cleveland",2015-09-01
"6394",10,2015,977,827,1097,"OH","Cleveland",2015-10-01
"6395",11,2015,975,840,1079,"OH","Cleveland",2015-11-01
"6396",12,2015,988,860,1091,"OH","Cleveland",2015-12-01
"6397",1,2016,1007,864,1124,"OH","Cleveland",2016-01-01
"6398",2,2016,988,841,1096,"OH","Cleveland",2016-02-01
"6399",3,2016,997,852,1106,"OH","Cleveland",2016-03-01
"6400",4,2016,977,812,1128,"OH","Cleveland",2016-04-01
"6401",5,2016,983,830,1125,"OH","Cleveland",2016-05-01
"6402",6,2016,999,824,1137,"OH","Cleveland",2016-06-01
"6403",7,2016,987,828,1116,"OH","Cleveland",2016-07-01
"6404",8,2016,964,824,1072,"OH","Cleveland",2016-08-01
"6405",9,2016,953,824,1046,"OH","Cleveland",2016-09-01
"6406",10,2016,956,832,1059,"OH","Cleveland",2016-10-01
"6407",11,2016,978,835,1101,"OH","Cleveland",2016-11-01
"6408",12,2016,953,810,1076,"OH","Cleveland",2016-12-01
"6409",1,2017,987,841,1118,"OH","Cleveland",2017-01-01
"6410",2,2017,1005,860,1134,"OH","Cleveland",2017-02-01
"6411",3,2017,1000,865,1116,"OH","Cleveland",2017-03-01
"6412",4,2017,1012,867,1144,"OH","Cleveland",2017-04-01
"6413",5,2017,962,836,1098,"OH","Cleveland",2017-05-01
"6414",6,2017,947,828,1065,"OH","Cleveland",2017-06-01
"6415",7,2017,969,851,1088,"OH","Cleveland",2017-07-01
"6416",8,2017,982,860,1107,"OH","Cleveland",2017-08-01
"6417",9,2017,989,862,1111,"OH","Cleveland",2017-09-01
"6418",10,2017,996,854,1125,"OH","Cleveland",2017-10-01
"6419",11,2017,973,828,1095,"OH","Cleveland",2017-11-01
"6420",12,2017,958,812,1079,"OH","Cleveland",2017-12-01
"6421",1,2018,964,820,1083,"OH","Cleveland",2018-01-01
"6422",2,2018,977,827,1101,"OH","Cleveland",2018-02-01
"6423",3,2018,998,847,1118,"OH","Cleveland",2018-03-01
"6424",4,2018,993,842,1094,"OH","Cleveland",2018-04-01
"6425",5,2018,1024,849,1120,"OH","Cleveland",2018-05-01
"6426",6,2018,1055,874,1168,"OH","Cleveland",2018-06-01
"6427",7,2018,1084,906,1197,"OH","Cleveland",2018-07-01
"6428",8,2018,1098,944,1216,"OH","Cleveland",2018-08-01
"6429",9,2018,1100,933,1234,"OH","Cleveland",2018-09-01
"6430",10,2018,1071,914,1215,"OH","Cleveland",2018-10-01
"6431",11,2018,1061,903,1205,"OH","Cleveland",2018-11-01
"6432",12,2018,1104,928,1254,"OH","Cleveland",2018-12-01
"6433",1,2019,1166,977,1327,"OH","Cleveland",2019-01-01
"6434",2,2019,1115,955,1268,"OH","Cleveland",2019-02-01
"6435",3,2019,1126,955,1296,"OH","Cleveland",2019-03-01
"6436",1,2011,622,480,700,"OH","Cincinnati",2011-01-01
"6437",2,2011,637,496,729,"OH","Cincinnati",2011-02-01
"6438",3,2011,692,529,796,"OH","Cincinnati",2011-03-01
"6439",4,2011,722,540,805,"OH","Cincinnati",2011-04-01
"6440",5,2011,663,545,754,"OH","Cincinnati",2011-05-01
"6441",6,2011,700,542,803,"OH","Cincinnati",2011-06-01
"6442",7,2011,716,544,906,"OH","Cincinnati",2011-07-01
"6443",8,2011,704,537,822,"OH","Cincinnati",2011-08-01
"6444",9,2011,714,571,805,"OH","Cincinnati",2011-09-01
"6445",10,2011,716,575,791,"OH","Cincinnati",2011-10-01
"6446",11,2011,762,625,866,"OH","Cincinnati",2011-11-01
"6447",12,2011,880,685,1060,"OH","Cincinnati",2011-12-01
"6448",1,2012,878,712,1027,"OH","Cincinnati",2012-01-01
"6449",2,2012,686,547,729,"OH","Cincinnati",2012-02-01
"6450",3,2012,674,553,714,"OH","Cincinnati",2012-03-01
"6451",4,2012,799,628,896,"OH","Cincinnati",2012-04-01
"6452",5,2012,1128,900,1383,"OH","Cincinnati",2012-05-01
"6453",6,2012,1103,881,1361,"OH","Cincinnati",2012-06-01
"6454",7,2012,1001,789,1257,"OH","Cincinnati",2012-07-01
"6455",8,2012,986,745,1231,"OH","Cincinnati",2012-08-01
"6456",9,2012,929,715,1144,"OH","Cincinnati",2012-09-01
"6457",10,2012,909,783,1070,"OH","Cincinnati",2012-10-01
"6458",11,2012,786,670,897,"OH","Cincinnati",2012-11-01
"6459",12,2012,764,624,897,"OH","Cincinnati",2012-12-01
"6460",1,2013,835,669,1034,"OH","Cincinnati",2013-01-01
"6461",2,2013,1103,902,1361,"OH","Cincinnati",2013-02-01
"6462",3,2013,1213,1000,1484,"OH","Cincinnati",2013-03-01
"6463",4,2013,1133,920,1413,"OH","Cincinnati",2013-04-01
"6464",5,2013,1060,848,1324,"OH","Cincinnati",2013-05-01
"6465",6,2013,1190,945,1488,"OH","Cincinnati",2013-06-01
"6466",7,2013,1046,752,1341,"OH","Cincinnati",2013-07-01
"6467",8,2013,942,713,1177,"OH","Cincinnati",2013-08-01
"6468",9,2013,1079,839,1361,"OH","Cincinnati",2013-09-01
"6469",10,2013,1023,823,1251,"OH","Cincinnati",2013-10-01
"6470",11,2013,1075,828,1358,"OH","Cincinnati",2013-11-01
"6471",12,2013,1197,829,1585,"OH","Cincinnati",2013-12-01
"6472",1,2014,1255,901,1680,"OH","Cincinnati",2014-01-01
"6473",2,2014,793,625,942,"OH","Cincinnati",2014-02-01
"6474",3,2014,1079,899,1336,"OH","Cincinnati",2014-03-01
"6475",4,2014,951,818,1106,"OH","Cincinnati",2014-04-01
"6476",5,2014,835,702,909,"OH","Cincinnati",2014-05-01
"6477",6,2014,798,682,825,"OH","Cincinnati",2014-06-01
"6478",7,2014,828,694,884,"OH","Cincinnati",2014-07-01
"6479",8,2014,830,689,895,"OH","Cincinnati",2014-08-01
"6480",9,2014,825,690,890,"OH","Cincinnati",2014-09-01
"6481",10,2014,826,703,889,"OH","Cincinnati",2014-10-01
"6482",11,2014,838,711,904,"OH","Cincinnati",2014-11-01
"6483",12,2014,862,718,928,"OH","Cincinnati",2014-12-01
"6484",1,2015,885,764,999,"OH","Cincinnati",2015-01-01
"6485",2,2015,876,754,973,"OH","Cincinnati",2015-02-01
"6486",3,2015,899,758,986,"OH","Cincinnati",2015-03-01
"6487",4,2015,896,762,958,"OH","Cincinnati",2015-04-01
"6488",5,2015,895,756,955,"OH","Cincinnati",2015-05-01
"6489",6,2015,885,744,947,"OH","Cincinnati",2015-06-01
"6490",7,2015,901,762,962,"OH","Cincinnati",2015-07-01
"6491",8,2015,898,760,950,"OH","Cincinnati",2015-08-01
"6492",9,2015,916,783,986,"OH","Cincinnati",2015-09-01
"6493",10,2015,949,820,1036,"OH","Cincinnati",2015-10-01
"6494",11,2015,960,844,1054,"OH","Cincinnati",2015-11-01
"6495",12,2015,980,831,1084,"OH","Cincinnati",2015-12-01
"6496",1,2016,988,812,1115,"OH","Cincinnati",2016-01-01
"6497",2,2016,989,816,1131,"OH","Cincinnati",2016-02-01
"6498",3,2016,976,847,1090,"OH","Cincinnati",2016-03-01
"6499",4,2016,988,843,1125,"OH","Cincinnati",2016-04-01
"6500",5,2016,1020,867,1173,"OH","Cincinnati",2016-05-01
"6501",6,2016,1056,909,1203,"OH","Cincinnati",2016-06-01
"6502",7,2016,1050,908,1202,"OH","Cincinnati",2016-07-01
"6503",8,2016,1016,899,1151,"OH","Cincinnati",2016-08-01
"6504",9,2016,1012,895,1141,"OH","Cincinnati",2016-09-01
"6505",10,2016,1009,885,1142,"OH","Cincinnati",2016-10-01
"6506",11,2016,994,869,1118,"OH","Cincinnati",2016-11-01
"6507",12,2016,1002,869,1116,"OH","Cincinnati",2016-12-01
"6508",1,2017,1008,880,1109,"OH","Cincinnati",2017-01-01
"6509",2,2017,1045,907,1152,"OH","Cincinnati",2017-02-01
"6510",3,2017,1043,912,1148,"OH","Cincinnati",2017-03-01
"6511",4,2017,1033,902,1145,"OH","Cincinnati",2017-04-01
"6512",5,2017,1051,921,1159,"OH","Cincinnati",2017-05-01
"6513",6,2017,1061,936,1164,"OH","Cincinnati",2017-06-01
"6514",7,2017,1048,919,1155,"OH","Cincinnati",2017-07-01
"6515",8,2017,1046,918,1155,"OH","Cincinnati",2017-08-01
"6516",9,2017,1022,913,1115,"OH","Cincinnati",2017-09-01
"6517",10,2017,1022,921,1106,"OH","Cincinnati",2017-10-01
"6518",11,2017,1028,916,1104,"OH","Cincinnati",2017-11-01
"6519",12,2017,1029,912,1110,"OH","Cincinnati",2017-12-01
"6520",1,2018,1025,904,1122,"OH","Cincinnati",2018-01-01
"6521",2,2018,1056,935,1166,"OH","Cincinnati",2018-02-01
"6522",3,2018,1063,947,1175,"OH","Cincinnati",2018-03-01
"6523",4,2018,1062,940,1183,"OH","Cincinnati",2018-04-01
"6524",5,2018,1117,977,1253,"OH","Cincinnati",2018-05-01
"6525",6,2018,1105,964,1260,"OH","Cincinnati",2018-06-01
"6526",7,2018,1124,981,1264,"OH","Cincinnati",2018-07-01
"6527",8,2018,1136,987,1267,"OH","Cincinnati",2018-08-01
"6528",9,2018,1140,1004,1260,"OH","Cincinnati",2018-09-01
"6529",10,2018,1129,992,1249,"OH","Cincinnati",2018-10-01
"6530",11,2018,1132,988,1251,"OH","Cincinnati",2018-11-01
"6531",12,2018,1149,997,1273,"OH","Cincinnati",2018-12-01
"6532",1,2019,1174,1010,1306,"OH","Cincinnati",2019-01-01
"6533",2,2019,1178,1021,1299,"OH","Cincinnati",2019-02-01
"6534",3,2019,1206,1057,1337,"OH","Cincinnati",2019-03-01
"6535",1,2011,1510,1451,1801,"IL","Chicago",2011-01-01
"6536",2,2011,1560,1517,1822,"IL","Chicago",2011-02-01
"6537",3,2011,1535,1506,1756,"IL","Chicago",2011-03-01
"6538",4,2011,1502,1469,1701,"IL","Chicago",2011-04-01
"6539",5,2011,1369,1334,1487,"IL","Chicago",2011-05-01
"6540",6,2011,1196,1001,1307,"IL","Chicago",2011-06-01
"6541",7,2011,1277,1026,1406,"IL","Chicago",2011-07-01
"6542",8,2011,1333,1057,1489,"IL","Chicago",2011-08-01
"6543",9,2011,1446,1168,1660,"IL","Chicago",2011-09-01
"6544",10,2011,1454,1213,1695,"IL","Chicago",2011-10-01
"6545",11,2011,1379,1131,1598,"IL","Chicago",2011-11-01
"6546",12,2011,1324,1059,1482,"IL","Chicago",2011-12-01
"6547",1,2012,1387,1121,1646,"IL","Chicago",2012-01-01
"6548",2,2012,1385,1143,1595,"IL","Chicago",2012-02-01
"6549",3,2012,1334,1103,1435,"IL","Chicago",2012-03-01
"6550",4,2012,1365,1126,1543,"IL","Chicago",2012-04-01
"6551",5,2012,1400,1183,1609,"IL","Chicago",2012-05-01
"6552",6,2012,1377,1112,1605,"IL","Chicago",2012-06-01
"6553",7,2012,1381,1138,1626,"IL","Chicago",2012-07-01
"6554",8,2012,1377,1133,1629,"IL","Chicago",2012-08-01
"6555",9,2012,1465,1246,1768,"IL","Chicago",2012-09-01
"6556",10,2012,1542,1354,1813,"IL","Chicago",2012-10-01
"6557",11,2012,1526,1318,1692,"IL","Chicago",2012-11-01
"6558",12,2012,1447,1210,1594,"IL","Chicago",2012-12-01
"6559",1,2013,1439,1217,1542,"IL","Chicago",2013-01-01
"6560",2,2013,1427,1175,1567,"IL","Chicago",2013-02-01
"6561",3,2013,1432,1202,1537,"IL","Chicago",2013-03-01
"6562",4,2013,1447,1232,1532,"IL","Chicago",2013-04-01
"6563",5,2013,1481,1250,1610,"IL","Chicago",2013-05-01
"6564",6,2013,1529,1291,1664,"IL","Chicago",2013-06-01
"6565",7,2013,1487,1259,1604,"IL","Chicago",2013-07-01
"6566",8,2013,1513,1307,1628,"IL","Chicago",2013-08-01
"6567",9,2013,1492,1268,1601,"IL","Chicago",2013-09-01
"6568",10,2013,1469,1256,1530,"IL","Chicago",2013-10-01
"6569",11,2013,1480,1260,1543,"IL","Chicago",2013-11-01
"6570",12,2013,1498,1281,1580,"IL","Chicago",2013-12-01
"6571",1,2014,1512,1293,1612,"IL","Chicago",2014-01-01
"6572",2,2014,1439,1196,1508,"IL","Chicago",2014-02-01
