"Date","StateAbbr","State","City","CityID","CountyFips","AllBeds","OneBed","TwoBeds","SP500","InterestRate","HomePriceIndex","AdjPopulation","AdjViolentCrime","AdjMurder","AdjLarcenyTheft","AdjEarnS","AdjPayroll"
2011-01-01,"KS","Kansas","Wichita",34147,"20173",680,451,708,1271.869995,3.342,139.049,384796,2950,25,13550,3594,2486709435
2011-02-01,"KS","Kansas","Wichita",34147,"20173",635,439,603,1307.589966,3.443,137.746,384930,2943,25,13698,3621.5,2517163390.5
2011-03-01,"KS","Kansas","Wichita",34147,"20173",693,495,780,1306.329956,3.414,137.794,385065,2936,25,13847,3649,2547617346
2011-04-01,"KS","Kansas","Wichita",34147,"20173",683,488,847,1332.410034,3.451,139.156,385199,2930,24,13995,3661.66666666667,2534248147
2011-05-01,"KS","Kansas","Wichita",34147,"20173",609,482,877,1361.219971,3.286,140.685,385334,2923,24,14144,3674.33333333333,2520878948
2011-06-01,"KS","Kansas","Wichita",34147,"20173",605,483,935,1314.550049,2.966,141.936,385468,2916,24,14292,3687,2507509749
2011-07-01,"KS","Kansas","Wichita",34147,"20173",589,457,837,1339.670044,3.197,142.332,385602,2910,24,14440,3737,2568926313.33333
2011-08-01,"KS","Kansas","Wichita",34147,"20173",578,488,674,1286.939941,2.74,141.775,385737,2903,24,14589,3787,2630342877.66667
2011-09-01,"KS","Kansas","Wichita",34147,"20173",579,506,655,1204.420044,2.146,140.159,385871,2896,24,14737,3837,2691759442
2011-10-01,"KS","Kansas","Wichita",34147,"20173",587,507,664,1099.22998,1.785,138.402,386006,2889,24,14886,3840,2685957104
2011-11-01,"KS","Kansas","Wichita",34147,"20173",579,506,656,1218.280029,2.001,136.659,386140,2882,23,15034,3843,2680154766
2011-12-01,"KS","Kansas","Wichita",34147,"20173",576,479,647,1244.579956,2.117,135.162,386275,2876,23,15183,3846,2674352428
2012-01-01,"KS","Kansas","Wichita",34147,"20173",609,495,681,1277.060059,1.96,134.166,386409,2869,23,15331,3849,2668550090
2012-02-01,"KS","Kansas","Wichita",34147,"20173",580,488,625,1324.089966,1.846,133.999,386415,2885,22,15294,3756,2610001243.5
2012-03-01,"KS","Kansas","Wichita",34147,"20173",571,507,579,1374.089966,2.037,135.872,386422,2902,22,15257,3663,2551452397
2012-04-01,"KS","Kansas","Wichita",34147,"20173",597,483,593,1419.040039,2.193,138.483,386428,2918,21,15220,3640,2518190077
2012-05-01,"KS","Kansas","Wichita",34147,"20173",654,470,663,1405.819946,1.956,141.06,386435,2934,20,15182,3617,2484927757
2012-06-01,"KS","Kansas","Wichita",34147,"20173",642,465,636,1278.040039,1.467,143.177,386441,2951,20,15145,3594,2451665437
2012-07-01,"KS","Kansas","Wichita",34147,"20173",654,491,611,1365.51001,1.58,144.286,386448,2967,19,15108,3700.66666666667,2556177956.33333
2012-08-01,"KS","Kansas","Wichita",34147,"20173",652,497,619,1375.319946,1.539,144.708,386454,2983,18,15071,3807.33333333333,2660690475.66667
2012-09-01,"KS","Kansas","Wichita",34147,"20173",651,467,641,1404.939941,1.581,144.364,386460,3000,18,15034,3914,2765202995
2012-10-01,"KS","Kansas","Wichita",34147,"20173",653,483,613,1444.48999,1.625,143.976,386467,3016,17,14996,3887.75,2743838389
2012-11-01,"KS","Kansas","Wichita",34147,"20173",671,523,618,1427.589966,1.715,143.972,386473,3032,16,14959,3861.5,2722473783
2012-12-01,"KS","Kansas","Wichita",34147,"20173",608,488,599,1409.459961,1.628,143.878,386480,3049,16,14922,3835.25,2701109177
2013-01-01,"KS","Kansas","Wichita",34147,"20173",618,485,629,1462.420044,1.839,144.316,386486,3065,15,14885,3809,2679744571
2013-02-01,"KS","Kansas","Wichita",34147,"20173",614,480,630,1513.170044,2.01,145.161,386625,3097,16,14853,3751.5,2665481699.5
2013-03-01,"KS","Kansas","Wichita",34147,"20173",635,474,636,1518.199951,1.853,147.961,386764,3130,16,14822,3694,2651218828
2013-04-01,"KS","Kansas","Wichita",34147,"20173",642,463,638,1562.170044,1.84,150.977,386903,3162,16,14790,3674.33333333333,2608496773.66667
2013-05-01,"KS","Kansas","Wichita",34147,"20173",617,458,640,1582.699951,1.639,153.874,387042,3194,17,14759,3654.66666666667,2565774719.33333
2013-06-01,"KS","Kansas","Wichita",34147,"20173",610,464,651,1640.420044,2.134,156.446,387181,3226,18,14727,3635,2523052665
2013-07-01,"KS","Kansas","Wichita",34147,"20173",608,463,638,1614.959961,2.49,158.309,387320,3258,18,14696,3737.66666666667,2626012482.66667
2013-08-01,"KS","Kansas","Wichita",34147,"20173",594,474,623,1706.869995,2.723,159.418,387460,3291,18,14664,3840.33333333333,2728972300.33333
2013-09-01,"KS","Kansas","Wichita",34147,"20173",584,459,611,1639.77002,2.848,159.693,387599,3323,19,14632,3943,2831932118
2013-10-01,"KS","Kansas","Wichita",34147,"20173",583,464,601,1695,2.646,159.569,387738,3355,20,14601,3941,2820895463
2013-11-01,"KS","Kansas","Wichita",34147,"20173",565,459,584,1761.640015,2.62,159.37,387877,3388,20,14569,3939,2809858808
2013-12-01,"KS","Kansas","Wichita",34147,"20173",533,447,567,1800.900024,2.801,159.291,388016,3420,20,14538,3937,2798822153
2014-01-01,"KS","Kansas","Wichita",34147,"20173",549,461,586,1831.97998,2.985,159.391,388155,3452,21,14506,3935,2787785498
2014-02-01,"KS","Kansas","Wichita",34147,"20173",543,470,586,1741.890015,2.581,159.904,388294,3484,22,14474,3824.5,2731654585
2014-03-01,"KS","Kansas","Wichita",34147,"20173",558,483,591,1845.72998,2.607,161.222,388433,3516,22,14443,3714,2675523672
2014-04-01,"KS","Kansas","Wichita",34147,"20173",572,493,631,1885.52002,2.759,162.999,388572,3549,22,14411,3695,2637708271
2014-05-01,"KS","Kansas","Wichita",34147,"20173",574,491,646,1883.680054,2.606,164.71,388711,3581,23,14380,3676,2599892870
2014-06-01,"KS","Kansas","Wichita",34147,"20173",575,491,624,1924.969971,2.534,166.236,388850,3613,24,14348,3657,2562077469
2014-07-01,"KS","Kansas","Wichita",34147,"20173",594,492,638,1973.319946,2.563,167.156,388990,3646,24,14316,3762,2667529905.33333
2014-08-01,"KS","Kansas","Wichita",34147,"20173",603,493,647,1925.150024,2.505,167.47,389129,3678,24,14285,3867,2772982341.66667
2014-09-01,"KS","Kansas","Wichita",34147,"20173",606,500,660,2002.280029,2.419,167.264,389268,3710,25,14253,3972,2878434778
2014-10-01,"KS","Kansas","Wichita",34147,"20173",617,501,674,1946.160034,2.403,166.934,389407,3742,26,14222,3972.25,2867779582.5
2014-11-01,"KS","Kansas","Wichita",34147,"20173",613,499,672,2017.810059,2.348,166.685,389546,3774,26,14190,3972.5,2857124387
2014-12-01,"KS","Kansas","Wichita",34147,"20173",616,508,657,2053.439941,2.218,166.495,389685,3807,26,14159,3972.75,2846469191.5
2015-01-01,"KS","Kansas","Wichita",34147,"20173",601,503,656,2058.199951,2.123,166.297,389824,3839,27,14127,3973,2835813996
2015-02-01,"KS","Kansas","Wichita",34147,"20173",600,513,655,2020.849976,1.673,166.688,389955,3864,27,14223,3870.5,2788614950.5
2015-03-01,"KS","Kansas","Wichita",34147,"20173",622,518,675,2117.389893,2.084,168.142,390086,3888,28,14320,3768,2741415905
2015-04-01,"KS","Kansas","Wichita",34147,"20173",647,545,675,2059.689941,1.868,170.012,390218,3913,28,14416,3738.66666666667,2696567672.33333
2015-05-01,"KS","Kansas","Wichita",34147,"20173",672,555,674,2108.290039,2.117,171.887,390349,3938,28,14513,3709.33333333333,2651719439.66667
2015-06-01,"KS","Kansas","Wichita",34147,"20173",692,552,680,2111.72998,2.192,173.488,390480,3963,29,14609,3680,2606871207
2015-07-01,"KS","Kansas","Wichita",34147,"20173",698,546,660,2077.419922,2.418,174.535,390612,3988,29,14706,3835,2746751885.33333
2015-08-01,"KS","Kansas","Wichita",34147,"20173",694,544,670,2098.040039,2.15,174.983,390743,4012,29,14802,3990,2886632563.66667
2015-09-01,"KS","Kansas","Wichita",34147,"20173",667,556,684,1913.849976,2.172,175.099,390874,4037,30,14898,4145,3026513242
2015-10-01,"KS","Kansas","Wichita",34147,"20173",649,559,686,1923.819946,2.042,175.112,391005,4062,30,14995,4066.25,2962110595.25
2015-11-01,"KS","Kansas","Wichita",34147,"20173",644,560,687,2104.050049,2.187,175.214,391136,4086,30,15091,3987.5,2897707948.5
2015-12-01,"KS","Kansas","Wichita",34147,"20173",639,544,685,2102.629883,2.155,175.191,391268,4111,31,15188,3908.75,2833305301.75
2016-01-01,"KS","Kansas","Wichita",34147,"20173",642,552,694,2012.660034,2.245,175.105,391399,4136,31,15284,3830,2768902655
2016-02-01,"KS","Kansas","Wichita",34147,"20173",648,562,702,1939.380005,1.966,175.343,391373,4124,31,15334,3810,2767050821.5
2016-03-01,"KS","Kansas","Wichita",34147,"20173",654,569,707,1978.349976,1.834,176.659,391346,4113,32,15385,3790,2765198988
2016-04-01,"KS","Kansas","Wichita",34147,"20173",645,578,696,2072.780029,1.792,178.55,391320,4102,32,15436,3809,2770156562.33333
2016-05-01,"KS","Kansas","Wichita",34147,"20173",642,577,688,2081.429932,1.865,180.404,391294,4090,32,15486,3828,2775114136.66667
2016-06-01,"KS","Kansas","Wichita",34147,"20173",638,568,683,2099.330078,1.846,181.991,391268,4078,33,15536,3847,2780071711
2016-07-01,"KS","Kansas","Wichita",34147,"20173",637,560,688,2102.949951,1.456,183.11,391242,4067,33,15587,3877,2819006263
2016-08-01,"KS","Kansas","Wichita",34147,"20173",648,574,702,2170.840088,1.496,183.761,391215,4056,33,15638,3907,2857940815
2016-09-01,"KS","Kansas","Wichita",34147,"20173",651,580,703,2170.860107,1.57,184.059,391189,4044,34,15688,3937,2896875367
2016-10-01,"KS","Kansas","Wichita",34147,"20173",646,578,699,2161.199951,1.622,184.141,391163,4032,34,15738,3972.75,2912168186
2016-11-01,"KS","Kansas","Wichita",34147,"20173",648,581,701,2111.719971,1.82,184.363,391136,4021,34,15789,4008.5,2927461005
2016-12-01,"KS","Kansas","Wichita",34147,"20173",654,585,708,2191.080078,2.441,184.541,391110,4010,35,15840,4044.25,2942753824
2017-01-01,"KS","Kansas","Wichita",34147,"20173",656,588,711,2257.830078,2.45,184.795,391084,3998,35,15890,4080,2958046643
2011-01-01,"DC","District of Columbia","Washington",1718,"11001",2277,2022,2728,1271.869995,3.342,139.049,617996,6985,108,20124,6266,9308876548
2011-02-01,"DC","District of Columbia","Washington",1718,"11001",2303,2055,2716,1307.589966,3.443,137.746,619190,7024,106,20297,6127,9141026040
2011-03-01,"DC","District of Columbia","Washington",1718,"11001",2296,2063,2711,1306.329956,3.414,137.794,620384,7062,105,20469,5988,8973175532
2011-04-01,"DC","District of Columbia","Washington",1718,"11001",2317,2066,2761,1332.410034,3.451,139.156,621578,7101,103,20642,6105,9096750092
2011-05-01,"DC","District of Columbia","Washington",1718,"11001",2033,1746,2405,1361.219971,3.286,140.685,622772,7139,101,20815,6222,9220324652
2011-06-01,"DC","District of Columbia","Washington",1718,"11001",1852,1524,2128,1314.550049,2.966,141.936,623966,7178,100,20987,6339,9343899212
2011-07-01,"DC","District of Columbia","Washington",1718,"11001",1907,1551,2179,1339.670044,3.197,142.332,625160,7216,98,21160,6465.33333333333,9573190496.66667
2011-08-01,"DC","District of Columbia","Washington",1718,"11001",2122,1844,2511,1286.939941,2.74,141.775,626353,7255,96,21333,6591.66666666667,9802481781.33333
2011-09-01,"DC","District of Columbia","Washington",1718,"11001",2208,1964,2562,1204.420044,2.146,140.159,627547,7294,95,21505,6718,10031773066
2011-10-01,"DC","District of Columbia","Washington",1718,"11001",2230,1962,2602,1099.22998,1.785,138.402,628741,7332,93,21678,6700.75,10011335396.75
2011-11-01,"DC","District of Columbia","Washington",1718,"11001",2269,1985,2651,1218.280029,2.001,136.659,629935,7371,91,21851,6683.5,9990897727.5
2011-12-01,"DC","District of Columbia","Washington",1718,"11001",2224,1928,2619,1244.579956,2.117,135.162,631129,7409,90,22023,6666.25,9970460058.25
2012-01-01,"DC","District of Columbia","Washington",1718,"11001",2225,1940,2578,1277.060059,1.96,134.166,632323,7448,88,22196,6649,9950022389
2012-02-01,"DC","District of Columbia","Washington",1718,"11001",2251,1977,2604,1324.089966,1.846,133.999,633500,7484,89,22272,6417.5,9580650407.5
2012-03-01,"DC","District of Columbia","Washington",1718,"11001",2261,2054,2568,1374.089966,2.037,135.872,634677,7520,90,22348,6186,9211278426
2012-04-01,"DC","District of Columbia","Washington",1718,"11001",2244,1991,2563,1419.040039,2.193,138.483,635854,7556,92,22424,6160.33333333333,9225790005
2012-05-01,"DC","District of Columbia","Washington",1718,"11001",2335,2072,2772,1405.819946,1.956,141.06,637032,7592,93,22500,6134.66666666667,9240301584
2012-06-01,"DC","District of Columbia","Washington",1718,"11001",2342,2104,2758,1278.040039,1.467,143.177,638209,7628,94,22576,6109,9254813163
2012-07-01,"DC","District of Columbia","Washington",1718,"11001",2374,2126,2785,1365.51001,1.58,144.286,639386,7664,96,22652,6388,9840910841.33333
2012-08-01,"DC","District of Columbia","Washington",1718,"11001",2367,2122,2738,1375.319946,1.539,144.708,640563,7700,97,22728,6667,10427008519.6667
2012-09-01,"DC","District of Columbia","Washington",1718,"11001",2343,2114,2761,1404.939941,1.581,144.364,641740,7736,98,22804,6946,11013106198
2012-10-01,"DC","District of Columbia","Washington",1718,"11001",2266,2065,2672,1444.48999,1.625,143.976,642918,7772,99,22880,6880.75,10803378188.75
2012-11-01,"DC","District of Columbia","Washington",1718,"11001",2249,2037,2644,1427.589966,1.715,143.972,644095,7808,100,22956,6815.5,10593650179.5
2012-12-01,"DC","District of Columbia","Washington",1718,"11001",2249,2028,2667,1409.459961,1.628,143.878,645272,7844,102,23032,6750.25,10383922170.25
2013-01-01,"DC","District of Columbia","Washington",1718,"11001",2260,2025,2701,1462.420044,1.839,144.316,646449,7880,103,23108,6685,10174194161
2013-02-01,"DC","District of Columbia","Washington",1718,"11001",2249,2030,2632,1513.170044,2.01,145.161,647486,7874,103,23339,6496.5,9961546341.5
2013-03-01,"DC","District of Columbia","Washington",1718,"11001",2276,2076,2731,1518.199951,1.853,147.961,648523,7868,103,23570,6308,9748898522
2013-04-01,"DC","District of Columbia","Washington",1718,"11001",2300,2088,2786,1562.170044,1.84,150.977,649560,7862,104,23801,6286.66666666667,9708897740
2013-05-01,"DC","District of Columbia","Washington",1718,"11001",2289,2036,2837,1582.699951,1.639,153.874,650597,7857,104,24032,6265.33333333333,9668896958
2013-06-01,"DC","District of Columbia","Washington",1718,"11001",2317,2066,2803,1640.420044,2.134,156.446,651634,7851,104,24263,6244,9628896176
2013-07-01,"DC","District of Columbia","Washington",1718,"11001",2338,2080,2796,1614.959961,2.49,158.309,652671,7845,104,24494,6494.66666666667,10061640056.6667
2013-08-01,"DC","District of Columbia","Washington",1718,"11001",2308,2045,2787,1706.869995,2.723,159.418,653708,7839,104,24726,6745.33333333333,10494383937.3333
2013-09-01,"DC","District of Columbia","Washington",1718,"11001",2308,2044,2752,1639.77002,2.848,159.693,654745,7833,104,24957,6996,10927127818
2013-10-01,"DC","District of Columbia","Washington",1718,"11001",2291,2016,2719,1695,2.646,159.569,655782,7828,104,25188,6982.75,10920581781.25
2013-11-01,"DC","District of Columbia","Washington",1718,"11001",2227,1948,2647,1761.640015,2.62,159.37,656819,7822,105,25419,6969.5,10914035744.5
2013-12-01,"DC","District of Columbia","Washington",1718,"11001",2214,1925,2620,1800.900024,2.801,159.291,657856,7816,105,25650,6956.25,10907489707.75
2014-01-01,"DC","District of Columbia","Washington",1718,"11001",2191,1945,2613,1831.97998,2.985,159.391,658893,7810,105,25881,6943,10900943671
2014-02-01,"DC","District of Columbia","Washington",1718,"11001",2204,1975,2669,1741.890015,2.581,159.904,660004,7833,110,25740,6686,10521673703.5
2014-03-01,"DC","District of Columbia","Washington",1718,"11001",2201,1965,2667,1845.72998,2.607,161.222,661116,7856,114,25600,6429,10142403736
2014-04-01,"DC","District of Columbia","Washington",1718,"11001",2216,1994,2639,1885.52002,2.759,162.999,662227,7878,119,25459,6442,10132475066.3333
2014-05-01,"DC","District of Columbia","Washington",1718,"11001",2181,1943,2660,1883.680054,2.606,164.71,663338,7901,124,25319,6455,10122546396.6667
2014-06-01,"DC","District of Columbia","Washington",1718,"11001",2209,1989,2661,1924.969971,2.534,166.236,664449,7924,129,25178,6468,10112617727
2014-07-01,"DC","District of Columbia","Washington",1718,"11001",2213,1994,2663,1973.319946,2.563,167.156,665560,7947,134,25038,6710.33333333333,10606891740.3333
2014-08-01,"DC","District of Columbia","Washington",1718,"11001",2196,1967,2646,1925.150024,2.505,167.47,666672,7970,138,24897,6952.66666666667,11101165753.6667
2014-09-01,"DC","District of Columbia","Washington",1718,"11001",2164,1940,2614,2002.280029,2.419,167.264,667783,7993,143,24756,7195,11595439767
2014-10-01,"DC","District of Columbia","Washington",1718,"11001",2138,1918,2590,1946.160034,2.403,166.934,668894,8016,148,24616,7164.5,11502063694.25
2014-11-01,"DC","District of Columbia","Washington",1718,"11001",2139,1901,2569,2017.810059,2.348,166.685,670006,8038,152,24475,7134,11408687621.5
2014-12-01,"DC","District of Columbia","Washington",1718,"11001",2148,1909,2555,2053.439941,2.218,166.495,671117,8061,157,24335,7103.5,11315311548.75
2015-01-01,"DC","District of Columbia","Washington",1718,"11001",2138,1907,2563,2058.199951,2.123,166.297,672228,8084,162,24194,7073,11221935476
2015-02-01,"DC","District of Columbia","Washington",1718,"11001",2114,1896,2575,2020.849976,1.673,166.688,672973,8053,160,24378,6816,10924765604
2015-03-01,"DC","District of Columbia","Washington",1718,"11001",2160,1951,2594,2117.389893,2.084,168.142,673718,8022,158,24562,6559,10627595732
2015-04-01,"DC","District of Columbia","Washington",1718,"11001",2155,1969,2604,2059.689941,1.868,170.012,674464,7991,156,24746,6553,10595900335
2015-05-01,"DC","District of Columbia","Washington",1718,"11001",2197,1991,2681,2108.290039,2.117,171.887,675209,7960,154,24930,6547,10564204938
2015-06-01,"DC","District of Columbia","Washington",1718,"11001",2246,2026,2740,2111.72998,2.192,173.488,675954,7929,152,25114,6541,10532509541
2015-07-01,"DC","District of Columbia","Washington",1718,"11001",2231,2028,2716,2077.419922,2.418,174.535,676699,7898,150,25298,6846.33333333333,11104008129
2015-08-01,"DC","District of Columbia","Washington",1718,"11001",2244,2040,2721,2098.040039,2.15,174.983,677444,7866,148,25482,7151.66666666667,11675506717
2015-09-01,"DC","District of Columbia","Washington",1718,"11001",2260,2058,2720,1913.849976,2.172,175.099,678189,7835,146,25666,7457,12247005305
2015-10-01,"DC","District of Columbia","Washington",1718,"11001",2249,2051,2713,1923.819946,2.042,175.112,678934,7804,144,25850,7352,12061644093
2015-11-01,"DC","District of Columbia","Washington",1718,"11001",2239,2039,2700,2104.050049,2.187,175.214,679680,7773,142,26034,7247,11876282881
2015-12-01,"DC","District of Columbia","Washington",1718,"11001",2209,2020,2656,2102.629883,2.155,175.191,680425,7742,140,26218,7142,11690921669
2016-01-01,"DC","District of Columbia","Washington",1718,"11001",2234,2056,2677,2012.660034,2.245,175.105,681170,7711,138,26402,7037,11505560457
2016-02-01,"DC","District of Columbia","Washington",1718,"11001",2245,2041,2684,1939.380005,1.966,175.343,682237,7617,136,26243,6836,11230389600
2016-03-01,"DC","District of Columbia","Washington",1718,"11001",2291,2062,2760,1978.349976,1.834,176.659,683304,7523,134,26083,6635,10955218743
2016-04-01,"DC","District of Columbia","Washington",1718,"11001",2367,2105,2886,2072.780029,1.792,178.55,684370,7429,132,25924,6736.33333333333,11062989753
2016-05-01,"DC","District of Columbia","Washington",1718,"11001",2392,2129,2924,2081.429932,1.865,180.404,685437,7335,131,25765,6837.66666666667,11170760763
2016-06-01,"DC","District of Columbia","Washington",1718,"11001",2415,2148,2959,2099.330078,1.846,181.991,686504,7241,129,25605,6939,11278531773
2016-07-01,"DC","District of Columbia","Washington",1718,"11001",2395,2133,2906,2102.949951,1.456,183.11,687571,7148,127,25446,7059.66666666667,11570050052.3333
2016-08-01,"DC","District of Columbia","Washington",1718,"11001",2392,2157,2895,2170.840088,1.496,183.761,688638,7054,125,25287,7180.33333333333,11861568331.6667
2016-09-01,"DC","District of Columbia","Washington",1718,"11001",2394,2176,2899,2170.860107,1.57,184.059,689705,6960,123,25127,7301,12153086611
2016-10-01,"DC","District of Columbia","Washington",1718,"11001",2369,2160,2832,2161.199951,1.622,184.141,690772,6866,122,24968,7375.75,12246683400
2016-11-01,"DC","District of Columbia","Washington",1718,"11001",2285,2065,2697,2111.719971,1.82,184.363,691838,6772,120,24809,7450.5,12340280189
2016-12-01,"DC","District of Columbia","Washington",1718,"11001",2266,2048,2687,2191.080078,2.441,184.541,692905,6678,118,24649,7525.25,12433876978
2017-01-01,"DC","District of Columbia","Washington",1718,"11001",2291,2068,2728,2257.830078,2.45,184.795,693972,6584,116,24490,7600,12527473767
2011-01-01,"VA","Virginia","Virginia Beach",1000,"51810",1181,884,1120,1271.869995,3.342,139.049,443226,776,15,9645,3240,1469708678
2011-02-01,"VA","Virginia","Virginia Beach",1000,"51810",1231,903,1155,1307.589966,3.443,137.746,443590,774,16,9646,3221.5,1480824589
2011-03-01,"VA","Virginia","Virginia Beach",1000,"51810",1222,922,1147,1306.329956,3.414,137.794,443953,773,16,9648,3203,1491940500
2011-04-01,"VA","Virginia","Virginia Beach",1000,"51810",1243,941,1161,1332.410034,3.451,139.156,444316,772,16,9649,3238.33333333333,1511009505
2011-05-01,"VA","Virginia","Virginia Beach",1000,"51810",1278,917,1128,1361.219971,3.286,140.685,444680,770,17,9651,3273.66666666667,1530078510
2011-06-01,"VA","Virginia","Virginia Beach",1000,"51810",1235,868,1044,1314.550049,2.966,141.936,445044,768,18,9652,3309,1549147515
2011-07-01,"VA","Virginia","Virginia Beach",1000,"51810",1131,809,988,1339.670044,3.197,142.332,445407,767,18,9654,3357.66666666667,1577319022.66667
2011-08-01,"VA","Virginia","Virginia Beach",1000,"51810",1125,875,1078,1286.939941,2.74,141.775,445770,766,18,9655,3406.33333333333,1605490530.33333
2011-09-01,"VA","Virginia","Virginia Beach",1000,"51810",1141,930,1137,1204.420044,2.146,140.159,446134,764,19,9656,3455,1633662038
2011-10-01,"VA","Virginia","Virginia Beach",1000,"51810",1124,923,1124,1099.22998,1.785,138.402,446498,762,20,9658,3446.5,1623773298.75
2011-11-01,"VA","Virginia","Virginia Beach",1000,"51810",1056,850,1037,1218.280029,2.001,136.659,446861,761,20,9659,3438,1613884559.5
2011-12-01,"VA","Virginia","Virginia Beach",1000,"51810",1080,843,1035,1244.579956,2.117,135.162,447224,760,20,9661,3429.5,1603995820.25
2012-01-01,"VA","Virginia","Virginia Beach",1000,"51810",1063,839,1022,1277.060059,1.96,134.166,447588,758,21,9662,3421,1594107081
2012-02-01,"VA","Virginia","Virginia Beach",1000,"51810",1080,870,1053,1324.089966,1.846,133.999,447846,756,21,9638,3361,1577421163.5
2012-03-01,"VA","Virginia","Virginia Beach",1000,"51810",1097,891,1100,1374.089966,2.037,135.872,448104,753,20,9614,3301,1560735246
2012-04-01,"VA","Virginia","Virginia Beach",1000,"51810",1096,896,1078,1419.040039,2.193,138.483,448363,751,20,9590,3310,1572753270
2012-05-01,"VA","Virginia","Virginia Beach",1000,"51810",1101,881,1073,1405.819946,1.956,141.06,448621,749,20,9566,3319,1584771294
2012-06-01,"VA","Virginia","Virginia Beach",1000,"51810",1066,856,1043,1278.040039,1.467,143.177,448879,746,19,9542,3328,1596789318
2012-07-01,"VA","Virginia","Virginia Beach",1000,"51810",1063,868,1032,1365.51001,1.58,144.286,449138,744,19,9518,3555.66666666667,1700734443
2012-08-01,"VA","Virginia","Virginia Beach",1000,"51810",1064,885,1043,1375.319946,1.539,144.708,449396,742,19,9494,3783.33333333333,1804679568
2012-09-01,"VA","Virginia","Virginia Beach",1000,"51810",1079,896,1036,1404.939941,1.581,144.364,449654,739,18,9470,4011,1908624693
2012-10-01,"VA","Virginia","Virginia Beach",1000,"51810",1065,882,1052,1444.48999,1.625,143.976,449912,737,18,9446,3856.75,1827917577.25
2012-11-01,"VA","Virginia","Virginia Beach",1000,"51810",1064,858,1049,1427.589966,1.715,143.972,450170,735,18,9422,3702.5,1747210461.5
2012-12-01,"VA","Virginia","Virginia Beach",1000,"51810",1030,840,998,1409.459961,1.628,143.878,450429,732,17,9398,3548.25,1666503345.75
2013-01-01,"VA","Virginia","Virginia Beach",1000,"51810",1023,867,1000,1462.420044,1.839,144.316,450687,730,17,9374,3394,1585796230
2013-02-01,"VA","Virginia","Virginia Beach",1000,"51810",1011,857,984,1513.170044,2.01,145.161,450722,724,17,9292,3372.5,1591496531
2013-03-01,"VA","Virginia","Virginia Beach",1000,"51810",1028,863,1019,1518.199951,1.853,147.961,450756,718,17,9211,3351,1597196832
2013-04-01,"VA","Virginia","Virginia Beach",1000,"51810",1064,892,1071,1562.170044,1.84,150.977,450791,712,17,9130,3349,1599517338
2013-05-01,"VA","Virginia","Virginia Beach",1000,"51810",1129,925,1128,1582.699951,1.639,153.874,450825,707,17,9048,3347,1601837844
2013-06-01,"VA","Virginia","Virginia Beach",1000,"51810",1083,903,1064,1640.420044,2.134,156.446,450860,701,17,8966,3345,1604158350
2013-07-01,"VA","Virginia","Virginia Beach",1000,"51810",1084,906,1050,1614.959961,2.49,158.309,450894,695,17,8885,3413.33333333333,1643744588
2013-08-01,"VA","Virginia","Virginia Beach",1000,"51810",1068,895,1022,1706.869995,2.723,159.418,450929,689,17,8804,3481.66666666667,1683330826
2013-09-01,"VA","Virginia","Virginia Beach",1000,"51810",1083,895,1049,1639.77002,2.848,159.693,450964,683,17,8722,3550,1722917064
2013-10-01,"VA","Virginia","Virginia Beach",1000,"51810",1101,891,1085,1695,2.646,159.569,450998,678,17,8640,3525.5,1695382703
2013-11-01,"VA","Virginia","Virginia Beach",1000,"51810",1018,829,998,1761.640015,2.62,159.37,451033,672,17,8559,3501,1667848342
2013-12-01,"VA","Virginia","Virginia Beach",1000,"51810",988,821,982,1800.900024,2.801,159.291,451067,666,17,8478,3476.5,1640313981
2014-01-01,"VA","Virginia","Virginia Beach",1000,"51810",977,822,985,1831.97998,2.985,159.391,451102,660,17,8396,3452,1612779620
2014-02-01,"VA","Virginia","Virginia Beach",1000,"51810",996,846,1001,1741.890015,2.581,159.904,451243,657,17,8413,3434,1628834322
2014-03-01,"VA","Virginia","Virginia Beach",1000,"51810",1016,861,1015,1845.72998,2.607,161.222,451384,654,17,8429,3416,1644889024
2014-04-01,"VA","Virginia","Virginia Beach",1000,"51810",1050,886,1046,1885.52002,2.759,162.999,451526,652,18,8446,3428.33333333333,1651045952
2014-05-01,"VA","Virginia","Virginia Beach",1000,"51810",1111,916,1101,1883.680054,2.606,164.71,451667,649,18,8463,3440.66666666667,1657202880
2014-06-01,"VA","Virginia","Virginia Beach",1000,"51810",1131,933,1124,1924.969971,2.534,166.236,451808,646,18,8479,3453,1663359808
2014-07-01,"VA","Virginia","Virginia Beach",1000,"51810",1133,925,1111,1973.319946,2.563,167.156,451950,643,18,8496,3535.33333333333,1708636272.33333
2014-08-01,"VA","Virginia","Virginia Beach",1000,"51810",1113,914,1087,1925.150024,2.505,167.47,452091,640,18,8513,3617.66666666667,1753912736.66667
2014-09-01,"VA","Virginia","Virginia Beach",1000,"51810",1116,907,1087,2002.280029,2.419,167.264,452232,637,18,8529,3700,1799189201
2014-10-01,"VA","Virginia","Virginia Beach",1000,"51810",1094,905,1071,1946.160034,2.403,166.934,452373,634,18,8546,3660,1775089852.75
2014-11-01,"VA","Virginia","Virginia Beach",1000,"51810",1098,916,1086,2017.810059,2.348,166.685,452514,632,19,8563,3620,1750990504.5
