"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"1551","Missouri","State","2015","03",630,805,1088,1248,546,2015-03-01
"1552","Missouri","State","2015","04",631,807,1090,1251,547,2015-04-01
"1553","Missouri","State","2015","05",633,810,1094,1255,549,2015-05-01
"1554","Missouri","State","2015","06",635,812,1097,1258,551,2015-06-01
"1555","Missouri","State","2015","07",638,816,1102,1264,553,2015-07-01
"1556","Missouri","State","2015","08",638,816,1102,1264,553,2015-08-01
"1557","Missouri","State","2015","09",638,817,1103,1265,554,2015-09-01
"1558","Missouri","State","2015","10",638,817,1103,1265,554,2015-10-01
"1559","Missouri","State","2015","11",640,818,1105,1268,555,2015-11-01
"1560","Missouri","State","2015","12",640,818,1105,1268,555,2015-12-01
"1561","Missouri","State","2016","01",640,818,1105,1268,555,2016-01-01
"1562","Missouri","State","2016","02",641,820,1108,1271,556,2016-02-01
"1563","Missouri","State","2016","03",644,824,1113,1276,559,2016-03-01
"1564","Missouri","State","2016","04",644,824,1113,1276,559,2016-04-01
"1565","Missouri","State","2016","05",644,824,1113,1277,559,2016-05-01
"1566","Missouri","State","2016","06",644,824,1113,1276,559,2016-06-01
"1567","Missouri","State","2016","07",645,825,1114,1278,559,2016-07-01
"1568","Missouri","State","2016","08",646,826,1116,1280,560,2016-08-01
"1569","Missouri","State","2016","09",649,831,1122,1287,563,2016-09-01
"1570","Missouri","State","2016","10",654,836,1129,1295,567,2016-10-01
"1571","Missouri","State","2016","11",657,841,1136,1303,570,2016-11-01
"1572","Missouri","State","2016","12",656,839,1133,1300,569,2016-12-01
"1573","Missouri","State","2017","01",653,835,1127,1293,566,2017-01-01
"1574","Missouri","State","2017","02",649,831,1122,1287,563,2017-02-01
"1575","Missouri","State","2017","03",650,832,1124,1289,564,2017-03-01
"1576","Missouri","State","2017","04",653,835,1127,1293,566,2017-04-01
"1577","Missouri","State","2017","05",655,838,1132,1299,568,2017-05-01
"1578","Missouri","State","2017","06",658,841,1136,1304,571,2017-06-01
"1579","Missouri","State","2017","07",658,842,1137,1304,571,2017-07-01
"1580","Missouri","State","2017","08",657,841,1136,1303,570,2017-08-01
"1581","Missouri","State","2017","09",656,839,1133,1300,569,2017-09-01
"1582","Missouri","State","2017","10",655,838,1132,1298,568,2017-10-01
"1583","Missouri","State","2017","11",656,839,1133,1299,569,2017-11-01
"1584","Missouri","State","2017","12",656,839,1133,1300,569,2017-12-01
"1585","Missouri","State","2018","01",656,840,1134,1301,569,2018-01-01
"1586","Missouri","State","2018","02",655,837,1131,1298,568,2018-02-01
"1587","Missouri","State","2018","03",655,838,1131,1298,568,2018-03-01
"1588","Missouri","State","2018","04",656,839,1133,1300,569,2018-04-01
"1589","Missouri","State","2018","05",658,841,1136,1303,570,2018-05-01
"1590","Missouri","State","2018","06",659,843,1138,1306,572,2018-06-01
"1591","Missouri","State","2018","07",658,841,1136,1304,571,2018-07-01
"1592","Missouri","State","2018","08",657,840,1135,1302,570,2018-08-01
"1593","Missouri","State","2018","09",656,839,1134,1300,569,2018-09-01
"1594","Missouri","State","2018","10",657,841,1135,1303,570,2018-10-01
"1595","Missouri","State","2018","11",658,842,1137,1304,571,2018-11-01
"1596","Missouri","State","2018","12",659,843,1138,1305,571,2018-12-01
"1597","Missouri","State","2019","01",658,841,1136,1304,571,2019-01-01
"1598","Missouri","State","2019","02",657,840,1135,1302,570,2019-02-01
"1599","Missouri","State","2019","03",656,839,1134,1301,569,2019-03-01
"1600","Missouri","State","2019","04",659,843,1138,1306,571,2019-04-01
"1601","Montana","State","2014","01",591,750,1047,1250,530,2014-01-01
"1602","Montana","State","2014","02",589,748,1044,1247,529,2014-02-01
"1603","Montana","State","2014","03",588,747,1042,1245,528,2014-03-01
"1604","Montana","State","2014","04",588,747,1042,1244,528,2014-04-01
"1605","Montana","State","2014","05",592,751,1048,1251,531,2014-05-01
"1606","Montana","State","2014","06",594,754,1052,1256,533,2014-06-01
"1607","Montana","State","2014","07",598,759,1059,1264,536,2014-07-01
"1608","Montana","State","2014","08",599,761,1062,1268,538,2014-08-01
"1609","Montana","State","2014","09",599,761,1062,1268,538,2014-09-01
"1610","Montana","State","2014","10",600,761,1062,1268,538,2014-10-01
"1611","Montana","State","2014","11",600,761,1062,1269,538,2014-11-01
"1612","Montana","State","2014","12",600,762,1063,1270,538,2014-12-01
"1613","Montana","State","2015","01",598,760,1060,1266,537,2015-01-01
"1614","Montana","State","2015","02",597,758,1057,1262,535,2015-02-01
"1615","Montana","State","2015","03",596,756,1055,1260,534,2015-03-01
"1616","Montana","State","2015","04",595,756,1054,1259,534,2015-04-01
"1617","Montana","State","2015","05",595,756,1055,1259,534,2015-05-01
"1618","Montana","State","2015","06",595,755,1054,1258,534,2015-06-01
"1619","Montana","State","2015","07",596,757,1057,1262,535,2015-07-01
"1620","Montana","State","2015","08",597,757,1057,1262,535,2015-08-01
"1621","Montana","State","2015","09",596,757,1057,1262,535,2015-09-01
"1622","Montana","State","2015","10",595,756,1054,1259,534,2015-10-01
"1623","Montana","State","2015","11",595,756,1055,1260,534,2015-11-01
"1624","Montana","State","2015","12",596,756,1055,1260,534,2015-12-01
"1625","Montana","State","2016","01",591,750,1046,1249,530,2016-01-01
"1626","Montana","State","2016","02",586,744,1039,1240,526,2016-02-01
"1627","Montana","State","2016","03",585,743,1037,1238,525,2016-03-01
"1628","Montana","State","2016","04",591,750,1047,1250,530,2016-04-01
"1629","Montana","State","2016","05",597,759,1058,1264,536,2016-05-01
"1630","Montana","State","2016","06",603,766,1068,1276,541,2016-06-01
"1631","Montana","State","2016","07",606,769,1073,1281,543,2016-07-01
"1632","Montana","State","2016","08",606,769,1073,1282,544,2016-08-01
"1633","Montana","State","2016","09",604,767,1070,1278,542,2016-09-01
"1634","Montana","State","2016","10",604,766,1069,1277,541,2016-10-01
"1635","Montana","State","2016","11",602,765,1067,1275,540,2016-11-01
"1636","Montana","State","2016","12",601,763,1065,1272,539,2016-12-01
"1637","Montana","State","2017","01",601,763,1065,1272,539,2017-01-01
"1638","Montana","State","2017","02",603,766,1068,1276,541,2017-02-01
"1639","Montana","State","2017","03",606,769,1073,1282,543,2017-03-01
"1640","Montana","State","2017","04",610,775,1081,1291,547,2017-04-01
"1641","Montana","State","2017","05",614,779,1087,1299,551,2017-05-01
"1642","Montana","State","2017","06",618,785,1095,1307,554,2017-06-01
"1643","Montana","State","2017","07",619,786,1096,1309,555,2017-07-01
"1644","Montana","State","2017","08",619,786,1096,1309,555,2017-08-01
"1645","Montana","State","2017","09",618,785,1095,1307,554,2017-09-01
"1646","Montana","State","2017","10",618,784,1094,1307,554,2017-10-01
"1647","Montana","State","2017","11",616,782,1091,1303,553,2017-11-01
"1648","Montana","State","2017","12",615,781,1090,1302,552,2017-12-01
"1649","Montana","State","2018","01",615,780,1089,1300,551,2018-01-01
"1650","Montana","State","2018","02",616,783,1092,1304,553,2018-02-01
"1651","Montana","State","2018","03",616,783,1092,1304,553,2018-03-01
"1652","Montana","State","2018","04",615,781,1090,1301,552,2018-04-01
"1653","Montana","State","2018","05",614,780,1088,1299,551,2018-05-01
"1654","Montana","State","2018","06",613,778,1086,1297,550,2018-06-01
"1655","Montana","State","2018","07",615,781,1090,1302,552,2018-07-01
"1656","Montana","State","2018","08",617,784,1093,1306,554,2018-08-01
"1657","Montana","State","2018","09",618,785,1096,1308,555,2018-09-01
"1658","Montana","State","2018","10",616,782,1091,1303,553,2018-10-01
"1659","Montana","State","2018","11",614,780,1088,1299,551,2018-11-01
"1660","Montana","State","2018","12",613,778,1086,1296,550,2018-12-01
"1661","Montana","State","2019","01",614,780,1088,1300,551,2019-01-01
"1662","Montana","State","2019","02",616,782,1092,1304,553,2019-02-01
"1663","Montana","State","2019","03",618,785,1096,1308,555,2019-03-01
"1664","Montana","State","2019","04",618,785,1095,1307,554,2019-04-01
"1665","Nebraska","State","2014","01",606,775,1042,1172,497,2014-01-01
"1666","Nebraska","State","2014","02",605,774,1042,1172,496,2014-02-01
"1667","Nebraska","State","2014","03",606,776,1044,1174,497,2014-03-01
"1668","Nebraska","State","2014","04",608,778,1047,1178,499,2014-04-01
"1669","Nebraska","State","2014","05",610,780,1050,1181,500,2014-05-01
"1670","Nebraska","State","2014","06",612,782,1052,1184,502,2014-06-01
"1671","Nebraska","State","2014","07",613,784,1055,1186,503,2014-07-01
"1672","Nebraska","State","2014","08",614,785,1056,1188,503,2014-08-01
"1673","Nebraska","State","2014","09",614,785,1056,1188,503,2014-09-01
"1674","Nebraska","State","2014","10",613,785,1056,1187,503,2014-10-01
"1675","Nebraska","State","2014","11",613,785,1056,1187,503,2014-11-01
"1676","Nebraska","State","2014","12",614,785,1057,1189,504,2014-12-01
"1677","Nebraska","State","2015","01",615,787,1059,1191,504,2015-01-01
"1678","Nebraska","State","2015","02",617,789,1061,1194,506,2015-02-01
"1679","Nebraska","State","2015","03",617,789,1062,1194,506,2015-03-01
"1680","Nebraska","State","2015","04",618,790,1063,1196,506,2015-04-01
"1681","Nebraska","State","2015","05",617,790,1062,1195,506,2015-05-01
"1682","Nebraska","State","2015","06",620,793,1068,1201,509,2015-06-01
"1683","Nebraska","State","2015","07",623,797,1072,1206,511,2015-07-01
"1684","Nebraska","State","2015","08",626,800,1077,1211,513,2015-08-01
"1685","Nebraska","State","2015","09",627,802,1079,1214,514,2015-09-01
"1686","Nebraska","State","2015","10",627,802,1080,1214,514,2015-10-01
"1687","Nebraska","State","2015","11",626,801,1077,1212,513,2015-11-01
"1688","Nebraska","State","2015","12",626,800,1077,1211,513,2015-12-01
"1689","Nebraska","State","2016","01",625,800,1076,1210,513,2016-01-01
"1690","Nebraska","State","2016","02",626,800,1077,1211,513,2016-02-01
"1691","Nebraska","State","2016","03",626,800,1077,1211,513,2016-03-01
"1692","Nebraska","State","2016","04",628,803,1081,1216,515,2016-04-01
"1693","Nebraska","State","2016","05",631,807,1086,1222,518,2016-05-01
"1694","Nebraska","State","2016","06",634,811,1091,1227,520,2016-06-01
"1695","Nebraska","State","2016","07",636,813,1094,1231,521,2016-07-01
"1696","Nebraska","State","2016","08",635,812,1092,1228,520,2016-08-01
"1697","Nebraska","State","2016","09",633,810,1090,1226,519,2016-09-01
"1698","Nebraska","State","2016","10",633,810,1090,1226,519,2016-10-01
"1699","Nebraska","State","2016","11",634,811,1091,1227,520,2016-11-01
"1700","Nebraska","State","2016","12",634,811,1091,1227,520,2016-12-01
"1701","Nebraska","State","2017","01",633,809,1089,1225,519,2017-01-01
"1702","Nebraska","State","2017","02",634,810,1090,1226,520,2017-02-01
"1703","Nebraska","State","2017","03",636,813,1094,1231,522,2017-03-01
"1704","Nebraska","State","2017","04",639,817,1100,1237,524,2017-04-01
"1705","Nebraska","State","2017","05",643,822,1106,1244,527,2017-05-01
"1706","Nebraska","State","2017","06",647,828,1113,1252,531,2017-06-01
"1707","Nebraska","State","2017","07",649,831,1117,1257,532,2017-07-01
"1708","Nebraska","State","2017","08",650,831,1118,1258,533,2017-08-01
"1709","Nebraska","State","2017","09",647,828,1113,1252,531,2017-09-01
"1710","Nebraska","State","2017","10",644,824,1109,1247,528,2017-10-01
"1711","Nebraska","State","2017","11",641,820,1103,1241,526,2017-11-01
"1712","Nebraska","State","2017","12",641,819,1102,1240,525,2017-12-01
"1713","Nebraska","State","2018","01",641,820,1103,1241,526,2018-01-01
"1714","Nebraska","State","2018","02",642,821,1105,1243,527,2018-02-01
"1715","Nebraska","State","2018","03",643,822,1106,1245,527,2018-03-01
"1716","Nebraska","State","2018","04",643,823,1107,1246,528,2018-04-01
"1717","Nebraska","State","2018","05",645,825,1110,1248,529,2018-05-01
"1718","Nebraska","State","2018","06",646,826,1111,1250,529,2018-06-01
"1719","Nebraska","State","2018","07",647,827,1113,1252,530,2018-07-01
"1720","Nebraska","State","2018","08",647,828,1114,1253,531,2018-08-01
"1721","Nebraska","State","2018","09",648,828,1115,1254,531,2018-09-01
"1722","Nebraska","State","2018","10",647,828,1114,1253,531,2018-10-01
"1723","Nebraska","State","2018","11",647,828,1114,1253,531,2018-11-01
"1724","Nebraska","State","2018","12",647,828,1113,1252,531,2018-12-01
"1725","Nebraska","State","2019","01",647,828,1114,1253,531,2019-01-01
"1726","Nebraska","State","2019","02",649,830,1116,1256,532,2019-02-01
"1727","Nebraska","State","2019","03",650,831,1119,1258,533,2019-03-01
"1728","Nebraska","State","2019","04",651,833,1121,1261,534,2019-04-01
"1729","Nevada","State","2014","01",733,920,1335,1606,602,2014-01-01
"1730","Nevada","State","2014","02",735,923,1340,1612,604,2014-02-01
"1731","Nevada","State","2014","03",737,926,1344,1617,606,2014-03-01
"1732","Nevada","State","2014","04",740,929,1349,1623,608,2014-04-01
"1733","Nevada","State","2014","05",743,933,1354,1629,610,2014-05-01
"1734","Nevada","State","2014","06",746,936,1359,1635,612,2014-06-01
"1735","Nevada","State","2014","07",750,941,1366,1644,616,2014-07-01
"1736","Nevada","State","2014","08",752,944,1371,1649,618,2014-08-01
"1737","Nevada","State","2014","09",754,947,1375,1654,619,2014-09-01
"1738","Nevada","State","2014","10",755,948,1376,1656,620,2014-10-01
"1739","Nevada","State","2014","11",758,951,1381,1661,622,2014-11-01
"1740","Nevada","State","2014","12",760,953,1384,1665,624,2014-12-01
"1741","Nevada","State","2015","01",760,954,1385,1666,624,2015-01-01
"1742","Nevada","State","2015","02",761,955,1387,1668,625,2015-02-01
"1743","Nevada","State","2015","03",761,956,1388,1670,625,2015-03-01
"1744","Nevada","State","2015","04",764,959,1393,1676,628,2015-04-01
"1745","Nevada","State","2015","05",765,960,1394,1677,628,2015-05-01
"1746","Nevada","State","2015","06",766,962,1396,1680,629,2015-06-01
"1747","Nevada","State","2015","07",770,967,1404,1689,632,2015-07-01
"1748","Nevada","State","2015","08",772,969,1407,1692,634,2015-08-01
"1749","Nevada","State","2015","09",773,971,1409,1695,635,2015-09-01
"1750","Nevada","State","2015","10",776,974,1414,1701,637,2015-10-01
"1751","Nevada","State","2015","11",782,981,1425,1714,642,2015-11-01
"1752","Nevada","State","2015","12",787,988,1434,1726,646,2015-12-01
"1753","Nevada","State","2016","01",785,985,1430,1721,645,2016-01-01
"1754","Nevada","State","2016","02",783,983,1427,1717,643,2016-02-01
"1755","Nevada","State","2016","03",782,981,1425,1714,642,2016-03-01
"1756","Nevada","State","2016","04",790,991,1439,1732,649,2016-04-01
"1757","Nevada","State","2016","05",796,1000,1451,1746,654,2016-05-01
"1758","Nevada","State","2016","06",801,1005,1460,1756,658,2016-06-01
"1759","Nevada","State","2016","07",806,1012,1469,1768,662,2016-07-01
"1760","Nevada","State","2016","08",808,1015,1473,1772,664,2016-08-01
"1761","Nevada","State","2016","09",810,1017,1477,1777,665,2016-09-01
"1762","Nevada","State","2016","10",811,1018,1478,1778,666,2016-10-01
"1763","Nevada","State","2016","11",812,1019,1479,1779,666,2016-11-01
"1764","Nevada","State","2016","12",813,1020,1481,1782,667,2016-12-01
"1765","Nevada","State","2017","01",815,1023,1485,1786,669,2017-01-01
"1766","Nevada","State","2017","02",819,1028,1493,1796,673,2017-02-01
"1767","Nevada","State","2017","03",824,1034,1502,1807,677,2017-03-01
"1768","Nevada","State","2017","04",830,1042,1513,1820,682,2017-04-01
"1769","Nevada","State","2017","05",833,1046,1519,1827,684,2017-05-01
"1770","Nevada","State","2017","06",838,1052,1527,1837,688,2017-06-01
"1771","Nevada","State","2017","07",843,1058,1536,1848,692,2017-07-01
"1772","Nevada","State","2017","08",849,1065,1547,1861,697,2017-08-01
"1773","Nevada","State","2017","09",851,1069,1552,1867,699,2017-09-01
"1774","Nevada","State","2017","10",851,1068,1551,1865,699,2017-10-01
"1775","Nevada","State","2017","11",849,1066,1548,1862,697,2017-11-01
"1776","Nevada","State","2017","12",850,1067,1549,1864,698,2017-12-01
"1777","Nevada","State","2018","01",854,1072,1556,1872,701,2018-01-01
"1778","Nevada","State","2018","02",857,1075,1561,1878,703,2018-02-01
"1779","Nevada","State","2018","03",859,1078,1566,1884,706,2018-03-01
"1780","Nevada","State","2018","04",861,1081,1569,1888,707,2018-04-01
"1781","Nevada","State","2018","05",866,1087,1577,1898,711,2018-05-01
"1782","Nevada","State","2018","06",870,1092,1585,1907,714,2018-06-01
"1783","Nevada","State","2018","07",873,1096,1591,1914,717,2018-07-01
"1784","Nevada","State","2018","08",874,1098,1594,1917,718,2018-08-01
"1785","Nevada","State","2018","09",875,1099,1595,1919,719,2018-09-01
"1786","Nevada","State","2018","10",878,1102,1601,1926,721,2018-10-01
"1787","Nevada","State","2018","11",880,1105,1604,1930,723,2018-11-01
"1788","Nevada","State","2018","12",882,1107,1607,1933,724,2018-12-01
"1789","Nevada","State","2019","01",882,1107,1607,1934,724,2019-01-01
"1790","Nevada","State","2019","02",882,1107,1608,1934,724,2019-02-01
"1791","Nevada","State","2019","03",883,1109,1610,1936,725,2019-03-01
"1792","Nevada","State","2019","04",887,1114,1617,1945,729,2019-04-01
"1793","New Hampshire","State","2014","01",875,1116,1468,1643,779,2014-01-01
"1794","New Hampshire","State","2014","02",875,1116,1469,1643,779,2014-02-01
"1795","New Hampshire","State","2014","03",878,1120,1474,1649,782,2014-03-01
"1796","New Hampshire","State","2014","04",883,1127,1482,1658,787,2014-04-01
"1797","New Hampshire","State","2014","05",889,1134,1492,1669,792,2014-05-01
"1798","New Hampshire","State","2014","06",894,1140,1500,1678,796,2014-06-01
"1799","New Hampshire","State","2014","07",899,1146,1508,1687,800,2014-07-01
"1800","New Hampshire","State","2014","08",901,1150,1513,1692,803,2014-08-01
"1801","New Hampshire","State","2014","09",902,1150,1513,1693,803,2014-09-01
"1802","New Hampshire","State","2014","10",902,1150,1513,1693,803,2014-10-01
"1803","New Hampshire","State","2014","11",902,1150,1514,1693,803,2014-11-01
"1804","New Hampshire","State","2014","12",902,1151,1514,1694,803,2014-12-01
"1805","New Hampshire","State","2015","01",904,1153,1517,1697,805,2015-01-01
"1806","New Hampshire","State","2015","02",905,1154,1519,1699,806,2015-02-01
"1807","New Hampshire","State","2015","03",906,1156,1521,1701,807,2015-03-01
"1808","New Hampshire","State","2015","04",908,1159,1524,1705,809,2015-04-01
"1809","New Hampshire","State","2015","05",919,1173,1543,1726,819,2015-05-01
"1810","New Hampshire","State","2015","06",927,1182,1556,1740,825,2015-06-01
"1811","New Hampshire","State","2015","07",938,1196,1574,1760,835,2015-07-01
"1812","New Hampshire","State","2015","08",941,1201,1580,1767,838,2015-08-01
"1813","New Hampshire","State","2015","09",945,1206,1587,1775,842,2015-09-01
"1814","New Hampshire","State","2015","10",951,1213,1597,1786,847,2015-10-01
"1815","New Hampshire","State","2015","11",961,1226,1613,1804,856,2015-11-01
"1816","New Hampshire","State","2015","12",968,1235,1624,1817,862,2015-12-01
"1817","New Hampshire","State","2016","01",971,1238,1629,1822,864,2016-01-01
"1818","New Hampshire","State","2016","02",965,1230,1619,1811,859,2016-02-01
"1819","New Hampshire","State","2016","03",960,1225,1612,1803,855,2016-03-01
"1820","New Hampshire","State","2016","04",968,1234,1624,1817,862,2016-04-01
"1821","New Hampshire","State","2016","05",977,1246,1639,1834,870,2016-05-01
"1822","New Hampshire","State","2016","06",980,1250,1644,1839,872,2016-06-01
"1823","New Hampshire","State","2016","07",984,1255,1652,1848,876,2016-07-01
"1824","New Hampshire","State","2016","08",987,1259,1657,1853,879,2016-08-01
"1825","New Hampshire","State","2016","09",989,1262,1660,1857,881,2016-09-01
"1826","New Hampshire","State","2016","10",988,1260,1658,1855,880,2016-10-01
"1827","New Hampshire","State","2016","11",985,1256,1653,1849,877,2016-11-01
"1828","New Hampshire","State","2016","12",985,1256,1653,1849,877,2016-12-01
"1829","New Hampshire","State","2017","01",987,1259,1657,1853,879,2017-01-01
"1830","New Hampshire","State","2017","02",991,1265,1664,1861,883,2017-02-01
"1831","New Hampshire","State","2017","03",993,1267,1667,1865,884,2017-03-01
"1832","New Hampshire","State","2017","04",998,1273,1675,1874,889,2017-04-01
"1833","New Hampshire","State","2017","05",1004,1280,1685,1884,894,2017-05-01
"1834","New Hampshire","State","2017","06",1008,1286,1692,1892,898,2017-06-01
"1835","New Hampshire","State","2017","07",1008,1286,1692,1892,898,2017-07-01
"1836","New Hampshire","State","2017","08",1008,1286,1692,1892,898,2017-08-01
"1837","New Hampshire","State","2017","09",1008,1286,1692,1893,898,2017-09-01
"1838","New Hampshire","State","2017","10",1010,1288,1694,1895,899,2017-10-01
"1839","New Hampshire","State","2017","11",1010,1288,1695,1896,899,2017-11-01
"1840","New Hampshire","State","2017","12",1011,1290,1697,1899,901,2017-12-01
"1841","New Hampshire","State","2018","01",1012,1291,1699,1901,901,2018-01-01
"1842","New Hampshire","State","2018","02",1010,1289,1696,1897,900,2018-02-01
"1843","New Hampshire","State","2018","03",1011,1289,1696,1898,900,2018-03-01
"1844","New Hampshire","State","2018","04",1013,1292,1700,1901,902,2018-04-01
"1845","New Hampshire","State","2018","05",1017,1298,1708,1910,906,2018-05-01
"1846","New Hampshire","State","2018","06",1022,1304,1716,1920,910,2018-06-01
"1847","New Hampshire","State","2018","07",1022,1304,1716,1919,910,2018-07-01
"1848","New Hampshire","State","2018","08",1022,1304,1715,1919,910,2018-08-01
"1849","New Hampshire","State","2018","09",1022,1303,1715,1918,910,2018-09-01
"1850","New Hampshire","State","2018","10",1025,1307,1720,1924,913,2018-10-01
"1851","New Hampshire","State","2018","11",1027,1310,1723,1928,914,2018-11-01
"1852","New Hampshire","State","2018","12",1029,1312,1726,1931,916,2018-12-01
"1853","New Hampshire","State","2019","01",1027,1310,1724,1929,915,2019-01-01
"1854","New Hampshire","State","2019","02",1026,1308,1721,1926,913,2019-02-01
"1855","New Hampshire","State","2019","03",1023,1306,1718,1921,911,2019-03-01
"1856","New Hampshire","State","2019","04",1029,1313,1728,1933,917,2019-04-01
"1857","New Jersey","State","2014","01",1122,1376,1779,2055,979,2014-01-01
"1858","New Jersey","State","2014","02",1124,1380,1784,2060,981,2014-02-01
"1859","New Jersey","State","2014","03",1127,1384,1789,2065,984,2014-03-01
"1860","New Jersey","State","2014","04",1132,1390,1796,2074,988,2014-04-01
"1861","New Jersey","State","2014","05",1137,1395,1804,2083,992,2014-05-01
"1862","New Jersey","State","2014","06",1142,1402,1812,2092,996,2014-06-01
"1863","New Jersey","State","2014","07",1146,1407,1819,2100,1000,2014-07-01
"1864","New Jersey","State","2014","08",1149,1410,1823,2105,1003,2014-08-01
"1865","New Jersey","State","2014","09",1150,1411,1824,2106,1003,2014-09-01
"1866","New Jersey","State","2014","10",1149,1410,1823,2105,1003,2014-10-01
"1867","New Jersey","State","2014","11",1150,1411,1824,2106,1003,2014-11-01
"1868","New Jersey","State","2014","12",1151,1412,1826,2108,1004,2014-12-01
"1869","New Jersey","State","2015","01",1153,1414,1829,2111,1006,2015-01-01
"1870","New Jersey","State","2015","02",1155,1417,1832,2116,1008,2015-02-01
"1871","New Jersey","State","2015","03",1159,1422,1838,2123,1011,2015-03-01
"1872","New Jersey","State","2015","04",1166,1431,1849,2135,1017,2015-04-01
"1873","New Jersey","State","2015","05",1178,1446,1869,2158,1028,2015-05-01
"1874","New Jersey","State","2015","06",1181,1450,1874,2164,1031,2015-06-01
"1875","New Jersey","State","2015","07",1185,1454,1880,2170,1034,2015-07-01
"1876","New Jersey","State","2015","08",1185,1454,1880,2171,1034,2015-08-01
"1877","New Jersey","State","2015","09",1184,1452,1878,2168,1033,2015-09-01
"1878","New Jersey","State","2015","10",1184,1453,1878,2168,1033,2015-10-01
"1879","New Jersey","State","2015","11",1184,1453,1878,2169,1033,2015-11-01
"1880","New Jersey","State","2015","12",1184,1453,1878,2169,1033,2015-12-01
"1881","New Jersey","State","2016","01",1182,1451,1876,2166,1032,2016-01-01
"1882","New Jersey","State","2016","02",1184,1453,1878,2169,1033,2016-02-01
"1883","New Jersey","State","2016","03",1191,1461,1889,2181,1039,2016-03-01
"1884","New Jersey","State","2016","04",1201,1474,1905,2200,1048,2016-04-01
"1885","New Jersey","State","2016","05",1209,1484,1918,2215,1055,2016-05-01
"1886","New Jersey","State","2016","06",1213,1489,1925,2222,1058,2016-06-01
"1887","New Jersey","State","2016","07",1216,1492,1929,2227,1061,2016-07-01
"1888","New Jersey","State","2016","08",1213,1489,1925,2222,1059,2016-08-01
"1889","New Jersey","State","2016","09",1212,1488,1924,2221,1058,2016-09-01
"1890","New Jersey","State","2016","10",1214,1490,1926,2224,1059,2016-10-01
"1891","New Jersey","State","2016","11",1214,1489,1925,2223,1059,2016-11-01
"1892","New Jersey","State","2016","12",1211,1487,1922,2219,1057,2016-12-01
"1893","New Jersey","State","2017","01",1211,1486,1922,2219,1057,2017-01-01
"1894","New Jersey","State","2017","02",1215,1491,1928,2226,1060,2017-02-01
"1895","New Jersey","State","2017","03",1221,1499,1937,2237,1065,2017-03-01
"1896","New Jersey","State","2017","04",1228,1507,1948,2249,1071,2017-04-01
"1897","New Jersey","State","2017","05",1236,1516,1960,2264,1078,2017-05-01
"1898","New Jersey","State","2017","06",1241,1523,1969,2273,1083,2017-06-01
"1899","New Jersey","State","2017","07",1243,1525,1971,2276,1084,2017-07-01
"1900","New Jersey","State","2017","08",1240,1522,1968,2272,1082,2017-08-01
"1901","New Jersey","State","2017","09",1236,1517,1962,2265,1079,2017-09-01
"1902","New Jersey","State","2017","10",1232,1512,1955,2257,1075,2017-10-01
"1903","New Jersey","State","2017","11",1228,1507,1948,2249,1071,2017-11-01
"1904","New Jersey","State","2017","12",1227,1505,1946,2247,1070,2017-12-01
"1905","New Jersey","State","2018","01",1226,1504,1945,2245,1069,2018-01-01
"1906","New Jersey","State","2018","02",1229,1508,1949,2251,1072,2018-02-01
"1907","New Jersey","State","2018","03",1232,1512,1955,2257,1075,2018-03-01
"1908","New Jersey","State","2018","04",1237,1518,1962,2266,1079,2018-04-01
"1909","New Jersey","State","2018","05",1243,1525,1971,2276,1084,2018-05-01
"1910","New Jersey","State","2018","06",1246,1530,1978,2283,1088,2018-06-01
"1911","New Jersey","State","2018","07",1246,1529,1977,2283,1087,2018-07-01
"1912","New Jersey","State","2018","08",1245,1528,1975,2281,1086,2018-08-01
"1913","New Jersey","State","2018","09",1244,1527,1974,2279,1085,2018-09-01
"1914","New Jersey","State","2018","10",1245,1528,1975,2281,1086,2018-10-01
"1915","New Jersey","State","2018","11",1245,1528,1976,2281,1087,2018-11-01
"1916","New Jersey","State","2018","12",1246,1529,1977,2283,1087,2018-12-01
"1917","New Jersey","State","2019","01",1244,1527,1974,2279,1086,2019-01-01
"1918","New Jersey","State","2019","02",1243,1526,1972,2277,1085,2019-02-01
"1919","New Jersey","State","2019","03",1242,1525,1971,2276,1084,2019-03-01
"1920","New Jersey","State","2019","04",1247,1531,1979,2285,1088,2019-04-01
"1921","New Mexico","State","2014","01",631,776,1083,1282,538,2014-01-01
"1922","New Mexico","State","2014","02",630,775,1081,1280,537,2014-02-01
"1923","New Mexico","State","2014","03",631,776,1082,1281,538,2014-03-01
"1924","New Mexico","State","2014","04",631,777,1083,1282,538,2014-04-01
"1925","New Mexico","State","2014","05",632,777,1084,1283,539,2014-05-01
"1926","New Mexico","State","2014","06",632,778,1085,1284,539,2014-06-01
"1927","New Mexico","State","2014","07",634,780,1088,1288,541,2014-07-01
"1928","New Mexico","State","2014","08",635,781,1089,1289,541,2014-08-01
"1929","New Mexico","State","2014","09",635,781,1089,1289,541,2014-09-01
"1930","New Mexico","State","2014","10",634,780,1088,1288,541,2014-10-01
"1931","New Mexico","State","2014","11",634,780,1088,1288,541,2014-11-01
"1932","New Mexico","State","2014","12",634,781,1089,1289,541,2014-12-01
"1933","New Mexico","State","2015","01",633,779,1087,1287,540,2015-01-01
"1934","New Mexico","State","2015","02",633,779,1086,1286,540,2015-02-01
