"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"1","Alabama","State","2014","01",624,758,1013,1178,573,2014-01-01
"2","Alabama","State","2014","02",624,758,1013,1178,573,2014-02-01
"3","Alabama","State","2014","03",625,759,1014,1179,574,2014-03-01
"4","Alabama","State","2014","04",625,759,1015,1180,574,2014-04-01
"5","Alabama","State","2014","05",626,760,1016,1182,575,2014-05-01
"6","Alabama","State","2014","06",627,762,1018,1184,576,2014-06-01
"7","Alabama","State","2014","07",629,765,1022,1188,578,2014-07-01
"8","Alabama","State","2014","08",631,766,1024,1191,580,2014-08-01
"9","Alabama","State","2014","09",631,767,1025,1192,580,2014-09-01
"10","Alabama","State","2014","10",631,766,1024,1191,580,2014-10-01
"11","Alabama","State","2014","11",631,767,1024,1192,580,2014-11-01
"12","Alabama","State","2014","12",632,767,1026,1193,580,2014-12-01
"13","Alabama","State","2015","01",631,767,1025,1192,580,2015-01-01
"14","Alabama","State","2015","02",631,767,1025,1192,580,2015-02-01
"15","Alabama","State","2015","03",632,767,1025,1193,580,2015-03-01
"16","Alabama","State","2015","04",632,768,1027,1194,581,2015-04-01
"17","Alabama","State","2015","05",633,769,1028,1196,582,2015-05-01
"18","Alabama","State","2015","06",633,768,1027,1194,581,2015-06-01
"19","Alabama","State","2015","07",633,769,1027,1195,581,2015-07-01
"20","Alabama","State","2015","08",631,766,1024,1191,579,2015-08-01
"21","Alabama","State","2015","09",630,765,1023,1189,579,2015-09-01
"22","Alabama","State","2015","10",629,765,1022,1189,578,2015-10-01
"23","Alabama","State","2015","11",630,766,1023,1190,579,2015-11-01
"24","Alabama","State","2015","12",633,769,1027,1195,581,2015-12-01
"25","Alabama","State","2016","01",631,766,1024,1191,580,2016-01-01
"26","Alabama","State","2016","02",629,764,1021,1187,578,2016-02-01
"27","Alabama","State","2016","03",625,760,1015,1181,574,2016-03-01
"28","Alabama","State","2016","04",630,765,1022,1189,578,2016-04-01
"29","Alabama","State","2016","05",633,769,1028,1196,582,2016-05-01
"30","Alabama","State","2016","06",637,774,1034,1203,585,2016-06-01
"31","Alabama","State","2016","07",639,776,1037,1206,587,2016-07-01
"32","Alabama","State","2016","08",640,777,1039,1208,588,2016-08-01
"33","Alabama","State","2016","09",640,778,1039,1209,588,2016-09-01
"34","Alabama","State","2016","10",641,779,1041,1210,589,2016-10-01
"35","Alabama","State","2016","11",642,779,1042,1211,589,2016-11-01
"36","Alabama","State","2016","12",643,781,1044,1214,591,2016-12-01
"37","Alabama","State","2017","01",644,783,1046,1216,592,2017-01-01
"38","Alabama","State","2017","02",645,784,1048,1219,593,2017-02-01
"39","Alabama","State","2017","03",646,785,1049,1220,594,2017-03-01
"40","Alabama","State","2017","04",648,787,1052,1224,595,2017-04-01
"41","Alabama","State","2017","05",650,790,1056,1228,598,2017-05-01
"42","Alabama","State","2017","06",653,793,1060,1233,600,2017-06-01
"43","Alabama","State","2017","07",655,796,1063,1237,602,2017-07-01
"44","Alabama","State","2017","08",655,796,1063,1237,602,2017-08-01
"45","Alabama","State","2017","09",654,795,1062,1236,601,2017-09-01
"46","Alabama","State","2017","10",653,794,1061,1234,600,2017-10-01
"47","Alabama","State","2017","11",654,794,1061,1234,600,2017-11-01
"48","Alabama","State","2017","12",653,794,1061,1234,600,2017-12-01
"49","Alabama","State","2018","01",654,795,1062,1235,601,2018-01-01
"50","Alabama","State","2018","02",651,791,1056,1229,598,2018-02-01
"51","Alabama","State","2018","03",651,791,1057,1229,598,2018-03-01
"52","Alabama","State","2018","04",654,794,1061,1234,600,2018-04-01
"53","Alabama","State","2018","05",658,800,1069,1243,605,2018-05-01
"54","Alabama","State","2018","06",663,805,1076,1251,609,2018-06-01
"55","Alabama","State","2018","07",662,804,1074,1250,608,2018-07-01
"56","Alabama","State","2018","08",661,803,1072,1248,607,2018-08-01
"57","Alabama","State","2018","09",659,801,1070,1245,606,2018-09-01
"58","Alabama","State","2018","10",663,805,1076,1252,609,2018-10-01
"59","Alabama","State","2018","11",665,808,1080,1256,611,2018-11-01
"60","Alabama","State","2018","12",667,811,1083,1260,613,2018-12-01
"61","Alabama","State","2019","01",666,809,1081,1257,612,2019-01-01
"62","Alabama","State","2019","02",664,807,1078,1254,610,2019-02-01
"63","Alabama","State","2019","03",663,805,1076,1251,609,2019-03-01
"64","Alabama","State","2019","04",667,811,1083,1260,613,2019-04-01
"65","Alaska","State","2014","01",961,1230,1738,2086,841,2014-01-01
"66","Alaska","State","2014","02",967,1237,1748,2098,846,2014-02-01
"67","Alaska","State","2014","03",969,1239,1751,2102,848,2014-03-01
"68","Alaska","State","2014","04",974,1245,1760,2113,852,2014-04-01
"69","Alaska","State","2014","05",975,1247,1762,2116,853,2014-05-01
"70","Alaska","State","2014","06",975,1247,1763,2117,854,2014-06-01
"71","Alaska","State","2014","07",974,1246,1761,2115,853,2014-07-01
"72","Alaska","State","2014","08",976,1249,1765,2119,854,2014-08-01
"73","Alaska","State","2014","09",978,1251,1767,2122,856,2014-09-01
"74","Alaska","State","2014","10",978,1250,1767,2122,856,2014-10-01
"75","Alaska","State","2014","11",978,1251,1768,2122,856,2014-11-01
"76","Alaska","State","2014","12",977,1250,1766,2121,855,2014-12-01
"77","Alaska","State","2015","01",974,1245,1760,2113,852,2015-01-01
"78","Alaska","State","2015","02",973,1244,1758,2111,851,2015-02-01
"79","Alaska","State","2015","03",972,1243,1757,2110,851,2015-03-01
"80","Alaska","State","2015","04",974,1246,1761,2114,852,2015-04-01
"81","Alaska","State","2015","05",977,1250,1766,2120,855,2015-05-01
"82","Alaska","State","2015","06",977,1249,1766,2120,855,2015-06-01
"83","Alaska","State","2015","07",978,1251,1768,2123,856,2015-07-01
"84","Alaska","State","2015","08",975,1246,1762,2115,853,2015-08-01
"85","Alaska","State","2015","09",973,1244,1759,2111,851,2015-09-01
"86","Alaska","State","2015","10",971,1242,1755,2107,850,2015-10-01
"87","Alaska","State","2015","11",970,1241,1754,2106,849,2015-11-01
"88","Alaska","State","2015","12",971,1242,1756,2108,850,2015-12-01
"89","Alaska","State","2016","01",970,1241,1754,2105,849,2016-01-01
"90","Alaska","State","2016","02",967,1237,1748,2099,846,2016-02-01
"91","Alaska","State","2016","03",963,1231,1740,2089,842,2016-03-01
"92","Alaska","State","2016","04",964,1233,1742,2091,843,2016-04-01
"93","Alaska","State","2016","05",966,1235,1746,2096,845,2016-05-01
"94","Alaska","State","2016","06",962,1231,1740,2089,842,2016-06-01
"95","Alaska","State","2016","07",953,1219,1722,2068,834,2016-07-01
"96","Alaska","State","2016","08",941,1203,1701,2042,823,2016-08-01
"97","Alaska","State","2016","09",934,1195,1689,2028,818,2016-09-01
"98","Alaska","State","2016","10",934,1195,1689,2027,818,2016-10-01
"99","Alaska","State","2016","11",935,1196,1691,2030,819,2016-11-01
"100","Alaska","State","2016","12",936,1197,1692,2032,819,2016-12-01
"101","Alaska","State","2017","01",938,1199,1695,2035,821,2017-01-01
"102","Alaska","State","2017","02",939,1201,1698,2038,822,2017-02-01
"103","Alaska","State","2017","03",941,1204,1701,2042,824,2017-03-01
"104","Alaska","State","2017","04",940,1202,1698,2039,822,2017-04-01
"105","Alaska","State","2017","05",938,1200,1696,2036,821,2017-05-01
"106","Alaska","State","2017","06",938,1200,1695,2035,821,2017-06-01
"107","Alaska","State","2017","07",940,1202,1698,2039,822,2017-07-01
"108","Alaska","State","2017","08",940,1202,1699,2039,822,2017-08-01
"109","Alaska","State","2017","09",936,1197,1692,2031,819,2017-09-01
"110","Alaska","State","2017","10",933,1193,1687,2025,817,2017-10-01
"111","Alaska","State","2017","11",931,1191,1684,2021,815,2017-11-01
"112","Alaska","State","2017","12",932,1192,1684,2022,815,2017-12-01
"113","Alaska","State","2018","01",933,1193,1686,2024,816,2018-01-01
"114","Alaska","State","2018","02",930,1190,1681,2019,814,2018-02-01
"115","Alaska","State","2018","03",929,1189,1680,2017,813,2018-03-01
"116","Alaska","State","2018","04",929,1189,1680,2017,813,2018-04-01
"117","Alaska","State","2018","05",930,1190,1682,2019,814,2018-05-01
"118","Alaska","State","2018","06",932,1192,1684,2022,815,2018-06-01
"119","Alaska","State","2018","07",931,1191,1683,2021,815,2018-07-01
"120","Alaska","State","2018","08",930,1190,1682,2019,814,2018-08-01
"121","Alaska","State","2018","09",929,1188,1679,2016,813,2018-09-01
"122","Alaska","State","2018","10",930,1189,1681,2018,814,2018-10-01
"123","Alaska","State","2018","11",931,1191,1683,2020,815,2018-11-01
"124","Alaska","State","2018","12",932,1192,1685,2022,816,2018-12-01
"125","Alaska","State","2019","01",930,1190,1681,2019,814,2019-01-01
"126","Alaska","State","2019","02",928,1187,1678,2014,812,2019-02-01
"127","Alaska","State","2019","03",926,1184,1673,2009,810,2019-03-01
"128","Alaska","State","2019","04",928,1187,1678,2015,812,2019-04-01
"129","Arizona","State","2014","01",709,896,1295,1503,600,2014-01-01
"130","Arizona","State","2014","02",712,900,1301,1509,603,2014-02-01
"131","Arizona","State","2014","03",714,902,1305,1513,605,2014-03-01
"132","Arizona","State","2014","04",716,905,1308,1518,606,2014-04-01
"133","Arizona","State","2014","05",718,907,1312,1522,608,2014-05-01
"134","Arizona","State","2014","06",720,910,1315,1526,610,2014-06-01
"135","Arizona","State","2014","07",723,913,1320,1531,612,2014-07-01
"136","Arizona","State","2014","08",724,915,1322,1534,613,2014-08-01
"137","Arizona","State","2014","09",725,916,1325,1536,614,2014-09-01
"138","Arizona","State","2014","10",726,917,1326,1538,615,2014-10-01
"139","Arizona","State","2014","11",728,920,1330,1543,616,2014-11-01
"140","Arizona","State","2014","12",730,923,1334,1548,618,2014-12-01
"141","Arizona","State","2015","01",732,924,1336,1550,619,2015-01-01
"142","Arizona","State","2015","02",734,927,1341,1555,621,2015-02-01
"143","Arizona","State","2015","03",736,930,1344,1559,623,2015-03-01
"144","Arizona","State","2015","04",740,935,1351,1568,626,2015-04-01
"145","Arizona","State","2015","05",744,940,1358,1576,630,2015-05-01
"146","Arizona","State","2015","06",747,944,1365,1583,633,2015-06-01
"147","Arizona","State","2015","07",752,950,1374,1593,637,2015-07-01
"148","Arizona","State","2015","08",755,953,1379,1599,639,2015-08-01
"149","Arizona","State","2015","09",756,955,1381,1601,640,2015-09-01
"150","Arizona","State","2015","10",757,956,1382,1603,641,2015-10-01
"151","Arizona","State","2015","11",760,960,1389,1611,644,2015-11-01
"152","Arizona","State","2015","12",764,965,1395,1618,646,2015-12-01
"153","Arizona","State","2016","01",763,963,1393,1616,646,2016-01-01
"154","Arizona","State","2016","02",763,963,1393,1616,646,2016-02-01
"155","Arizona","State","2016","03",764,965,1395,1619,647,2016-03-01
"156","Arizona","State","2016","04",770,972,1406,1631,652,2016-04-01
"157","Arizona","State","2016","05",772,975,1410,1636,654,2016-05-01
"158","Arizona","State","2016","06",773,976,1411,1637,654,2016-06-01
"159","Arizona","State","2016","07",775,978,1415,1641,656,2016-07-01
"160","Arizona","State","2016","08",776,980,1417,1644,657,2016-08-01
"161","Arizona","State","2016","09",779,984,1423,1651,660,2016-09-01
"162","Arizona","State","2016","10",781,987,1427,1655,661,2016-10-01
"163","Arizona","State","2016","11",783,989,1430,1658,663,2016-11-01
"164","Arizona","State","2016","12",784,991,1432,1661,664,2016-12-01
"165","Arizona","State","2017","01",786,993,1436,1665,665,2017-01-01
"166","Arizona","State","2017","02",790,998,1443,1674,669,2017-02-01
"167","Arizona","State","2017","03",795,1005,1452,1685,673,2017-03-01
"168","Arizona","State","2017","04",801,1012,1464,1698,678,2017-04-01
"169","Arizona","State","2017","05",806,1018,1471,1707,682,2017-05-01
"170","Arizona","State","2017","06",808,1021,1476,1713,684,2017-06-01
"171","Arizona","State","2017","07",811,1024,1481,1717,686,2017-07-01
"172","Arizona","State","2017","08",813,1027,1484,1722,688,2017-08-01
"173","Arizona","State","2017","09",814,1028,1487,1725,689,2017-09-01
"174","Arizona","State","2017","10",814,1028,1487,1725,689,2017-10-01
"175","Arizona","State","2017","11",814,1028,1487,1725,689,2017-11-01
"176","Arizona","State","2017","12",815,1029,1488,1726,690,2017-12-01
"177","Arizona","State","2018","01",816,1031,1491,1730,691,2018-01-01
"178","Arizona","State","2018","02",818,1033,1494,1733,692,2018-02-01
"179","Arizona","State","2018","03",820,1036,1498,1737,694,2018-03-01
"180","Arizona","State","2018","04",822,1038,1501,1741,696,2018-04-01
"181","Arizona","State","2018","05",825,1042,1507,1748,699,2018-05-01
"182","Arizona","State","2018","06",828,1046,1512,1755,701,2018-06-01
"183","Arizona","State","2018","07",830,1049,1516,1759,703,2018-07-01
"184","Arizona","State","2018","08",831,1050,1519,1762,704,2018-08-01
"185","Arizona","State","2018","09",832,1052,1520,1764,705,2018-09-01
"186","Arizona","State","2018","10",836,1056,1526,1770,707,2018-10-01
"187","Arizona","State","2018","11",838,1058,1530,1775,709,2018-11-01
"188","Arizona","State","2018","12",840,1061,1534,1779,711,2018-12-01
"189","Arizona","State","2019","01",841,1062,1536,1781,712,2019-01-01
"190","Arizona","State","2019","02",843,1064,1539,1785,713,2019-02-01
"191","Arizona","State","2019","03",845,1068,1544,1791,716,2019-03-01
"192","Arizona","State","2019","04",849,1073,1551,1799,719,2019-04-01
"193","Arkansas","State","2014","01",546,690,935,1095,502,2014-01-01
"194","Arkansas","State","2014","02",546,690,935,1095,502,2014-02-01
"195","Arkansas","State","2014","03",547,691,936,1097,502,2014-03-01
"196","Arkansas","State","2014","04",549,693,939,1100,504,2014-04-01
"197","Arkansas","State","2014","05",550,695,941,1102,505,2014-05-01
"198","Arkansas","State","2014","06",551,696,943,1104,506,2014-06-01
"199","Arkansas","State","2014","07",552,697,944,1106,507,2014-07-01
"200","Arkansas","State","2014","08",552,698,946,1107,507,2014-08-01
"201","Arkansas","State","2014","09",553,698,946,1108,507,2014-09-01
"202","Arkansas","State","2014","10",553,698,946,1108,508,2014-10-01
"203","Arkansas","State","2014","11",553,699,947,1109,508,2014-11-01
"204","Arkansas","State","2014","12",554,700,949,1111,509,2014-12-01
"205","Arkansas","State","2015","01",554,700,948,1111,509,2015-01-01
"206","Arkansas","State","2015","02",554,700,949,1111,509,2015-02-01
"207","Arkansas","State","2015","03",555,701,949,1112,509,2015-03-01
"208","Arkansas","State","2015","04",555,701,950,1112,509,2015-04-01
"209","Arkansas","State","2015","05",555,701,950,1113,510,2015-05-01
"210","Arkansas","State","2015","06",555,701,950,1112,509,2015-06-01
"211","Arkansas","State","2015","07",556,703,952,1115,511,2015-07-01
"212","Arkansas","State","2015","08",557,704,954,1117,512,2015-08-01
"213","Arkansas","State","2015","09",557,703,953,1116,511,2015-09-01
"214","Arkansas","State","2015","10",556,702,952,1114,510,2015-10-01
"215","Arkansas","State","2015","11",554,700,948,1111,509,2015-11-01
"216","Arkansas","State","2015","12",553,699,948,1110,508,2015-12-01
"217","Arkansas","State","2016","01",551,696,943,1105,506,2016-01-01
"218","Arkansas","State","2016","02",550,695,942,1103,505,2016-02-01
"219","Arkansas","State","2016","03",550,695,942,1103,505,2016-03-01
"220","Arkansas","State","2016","04",555,701,951,1113,510,2016-04-01
"221","Arkansas","State","2016","05",559,706,958,1121,514,2016-05-01
"222","Arkansas","State","2016","06",560,707,959,1123,514,2016-06-01
"223","Arkansas","State","2016","07",561,709,960,1125,515,2016-07-01
"224","Arkansas","State","2016","08",561,708,960,1124,515,2016-08-01
"225","Arkansas","State","2016","09",562,709,961,1126,516,2016-09-01
"226","Arkansas","State","2016","10",563,711,963,1128,517,2016-10-01
"227","Arkansas","State","2016","11",564,712,965,1130,518,2016-11-01
"228","Arkansas","State","2016","12",565,713,967,1132,519,2016-12-01
"229","Arkansas","State","2017","01",565,713,967,1132,519,2017-01-01
"230","Arkansas","State","2017","02",565,714,968,1134,519,2017-02-01
"231","Arkansas","State","2017","03",567,717,971,1138,521,2017-03-01
"232","Arkansas","State","2017","04",570,720,976,1143,523,2017-04-01
"233","Arkansas","State","2017","05",571,721,978,1145,524,2017-05-01
"234","Arkansas","State","2017","06",571,721,977,1144,524,2017-06-01
"235","Arkansas","State","2017","07",571,721,977,1144,524,2017-07-01
"236","Arkansas","State","2017","08",570,720,976,1143,523,2017-08-01
"237","Arkansas","State","2017","09",571,721,977,1144,524,2017-09-01
"238","Arkansas","State","2017","10",571,721,977,1144,524,2017-10-01
"239","Arkansas","State","2017","11",571,721,977,1144,524,2017-11-01
"240","Arkansas","State","2017","12",570,720,976,1143,523,2017-12-01
"241","Arkansas","State","2018","01",569,719,974,1141,523,2018-01-01
"242","Arkansas","State","2018","02",570,720,975,1142,523,2018-02-01
"243","Arkansas","State","2018","03",570,720,976,1143,524,2018-03-01
"244","Arkansas","State","2018","04",570,720,976,1143,524,2018-04-01
"245","Arkansas","State","2018","05",571,721,977,1144,524,2018-05-01
"246","Arkansas","State","2018","06",571,722,978,1145,525,2018-06-01
"247","Arkansas","State","2018","07",573,723,980,1148,526,2018-07-01
"248","Arkansas","State","2018","08",573,723,980,1148,526,2018-08-01
"249","Arkansas","State","2018","09",573,723,980,1148,526,2018-09-01
"250","Arkansas","State","2018","10",572,722,979,1146,525,2018-10-01
"251","Arkansas","State","2018","11",571,722,978,1145,525,2018-11-01
"252","Arkansas","State","2018","12",571,722,978,1145,525,2018-12-01
"253","Arkansas","State","2019","01",572,722,979,1147,525,2019-01-01
"254","Arkansas","State","2019","02",573,723,980,1148,526,2019-02-01
"255","Arkansas","State","2019","03",574,725,982,1150,527,2019-03-01
"256","Arkansas","State","2019","04",574,725,983,1151,527,2019-04-01
"257","California","State","2014","01",1191,1519,2104,2444,1012,2014-01-01
"258","California","State","2014","02",1196,1525,2112,2454,1016,2014-02-01
"259","California","State","2014","03",1201,1531,2121,2463,1020,2014-03-01
"260","California","State","2014","04",1207,1539,2132,2477,1026,2014-04-01
"261","California","State","2014","05",1213,1547,2143,2489,1031,2014-05-01
"262","California","State","2014","06",1220,1556,2155,2503,1037,2014-06-01
"263","California","State","2014","07",1230,1569,2173,2524,1046,2014-07-01
"264","California","State","2014","08",1239,1579,2188,2541,1053,2014-08-01
"265","California","State","2014","09",1245,1587,2198,2554,1058,2014-09-01
"266","California","State","2014","10",1247,1590,2203,2559,1060,2014-10-01
"267","California","State","2014","11",1251,1596,2210,2568,1064,2014-11-01
"268","California","State","2014","12",1255,1601,2217,2575,1067,2014-12-01
"269","California","State","2015","01",1258,1604,2222,2581,1069,2015-01-01
"270","California","State","2015","02",1263,1610,2230,2591,1073,2015-02-01
"271","California","State","2015","03",1268,1617,2239,2601,1078,2015-03-01
"272","California","State","2015","04",1276,1627,2253,2617,1084,2015-04-01
"273","California","State","2015","05",1288,1643,2275,2643,1095,2015-05-01
"274","California","State","2015","06",1298,1655,2292,2663,1103,2015-06-01
"275","California","State","2015","07",1312,1673,2318,2692,1115,2015-07-01
"276","California","State","2015","08",1322,1685,2334,2711,1123,2015-08-01
"277","California","State","2015","09",1326,1691,2343,2722,1127,2015-09-01
"278","California","State","2015","10",1329,1694,2347,2726,1129,2015-10-01
"279","California","State","2015","11",1330,1696,2349,2729,1130,2015-11-01
"280","California","State","2015","12",1331,1697,2350,2730,1131,2015-12-01
"281","California","State","2016","01",1330,1697,2350,2730,1131,2016-01-01
"282","California","State","2016","02",1333,1700,2354,2735,1133,2016-02-01
"283","California","State","2016","03",1335,1702,2358,2739,1135,2016-03-01
"284","California","State","2016","04",1338,1707,2364,2746,1138,2016-04-01
"285","California","State","2016","05",1342,1712,2371,2754,1141,2016-05-01
"286","California","State","2016","06",1344,1714,2373,2757,1142,2016-06-01
"287","California","State","2016","07",1349,1720,2382,2767,1146,2016-07-01
"288","California","State","2016","08",1350,1722,2385,2770,1148,2016-08-01
"289","California","State","2016","09",1354,1726,2391,2777,1150,2016-09-01
"290","California","State","2016","10",1354,1726,2391,2778,1151,2016-10-01
"291","California","State","2016","11",1352,1724,2388,2774,1149,2016-11-01
"292","California","State","2016","12",1350,1722,2385,2770,1147,2016-12-01
"293","California","State","2017","01",1350,1722,2385,2770,1148,2017-01-01
"294","California","State","2017","02",1358,1732,2399,2787,1154,2017-02-01
"295","California","State","2017","03",1372,1749,2423,2815,1166,2017-03-01
"296","California","State","2017","04",1389,1771,2453,2850,1180,2017-04-01
"297","California","State","2017","05",1395,1779,2464,2862,1186,2017-05-01
"298","California","State","2017","06",1401,1786,2474,2874,1191,2017-06-01
"299","California","State","2017","07",1406,1793,2484,2886,1195,2017-07-01
"300","California","State","2017","08",1411,1799,2491,2894,1199,2017-08-01
"301","California","State","2017","09",1412,1801,2494,2898,1200,2017-09-01
"302","California","State","2017","10",1412,1800,2494,2897,1200,2017-10-01
"303","California","State","2017","11",1411,1799,2491,2894,1199,2017-11-01
"304","California","State","2017","12",1410,1798,2490,2892,1198,2017-12-01
"305","California","State","2018","01",1411,1800,2493,2896,1200,2018-01-01
"306","California","State","2018","02",1414,1803,2497,2900,1202,2018-02-01
"307","California","State","2018","03",1417,1807,2502,2907,1204,2018-03-01
"308","California","State","2018","04",1420,1811,2508,2913,1207,2018-04-01
"309","California","State","2018","05",1425,1818,2518,2924,1211,2018-05-01
"310","California","State","2018","06",1431,1824,2527,2935,1216,2018-06-01
"311","California","State","2018","07",1432,1826,2529,2938,1217,2018-07-01
"312","California","State","2018","08",1432,1826,2529,2938,1217,2018-08-01
"313","California","State","2018","09",1430,1824,2526,2935,1216,2018-09-01
"314","California","State","2018","10",1433,1827,2531,2940,1218,2018-10-01
"315","California","State","2018","11",1435,1829,2534,2943,1219,2018-11-01
"316","California","State","2018","12",1436,1832,2537,2947,1221,2018-12-01
"317","California","State","2019","01",1434,1829,2533,2943,1219,2019-01-01
"318","California","State","2019","02",1433,1827,2531,2940,1218,2019-02-01
"319","California","State","2019","03",1432,1826,2529,2938,1217,2019-03-01
"320","California","State","2019","04",1437,1832,2538,2948,1221,2019-04-01
"321","Colorado","State","2014","01",830,1052,1515,1776,705,2014-01-01
"322","Colorado","State","2014","02",831,1054,1518,1779,706,2014-02-01
"323","Colorado","State","2014","03",835,1059,1526,1789,710,2014-03-01
"324","Colorado","State","2014","04",844,1070,1541,1806,717,2014-04-01
"325","Colorado","State","2014","05",853,1082,1558,1827,725,2014-05-01
"326","Colorado","State","2014","06",862,1093,1575,1846,733,2014-06-01
"327","Colorado","State","2014","07",874,1108,1596,1871,742,2014-07-01
"328","Colorado","State","2014","08",882,1119,1612,1889,750,2014-08-01
"329","Colorado","State","2014","09",888,1126,1623,1902,755,2014-09-01
"330","Colorado","State","2014","10",890,1129,1626,1906,756,2014-10-01
"331","Colorado","State","2014","11",894,1133,1633,1914,759,2014-11-01
"332","Colorado","State","2014","12",896,1136,1637,1919,761,2014-12-01
"333","Colorado","State","2015","01",898,1138,1640,1922,763,2015-01-01
"334","Colorado","State","2015","02",900,1141,1643,1926,764,2015-02-01
"335","Colorado","State","2015","03",910,1153,1662,1948,773,2015-03-01
"336","Colorado","State","2015","04",918,1164,1677,1965,780,2015-04-01
"337","Colorado","State","2015","05",928,1177,1696,1988,789,2015-05-01
"338","Colorado","State","2015","06",933,1183,1705,1998,793,2015-06-01
"339","Colorado","State","2015","07",943,1195,1722,2019,801,2015-07-01
"340","Colorado","State","2015","08",952,1208,1740,2039,809,2015-08-01
"341","Colorado","State","2015","09",957,1214,1749,2050,813,2015-09-01
"342","Colorado","State","2015","10",958,1214,1749,2050,814,2015-10-01
"343","Colorado","State","2015","11",954,1210,1743,2043,811,2015-11-01
"344","Colorado","State","2015","12",953,1208,1740,2040,809,2015-12-01
"345","Colorado","State","2016","01",953,1208,1740,2040,809,2016-01-01
"346","Colorado","State","2016","02",957,1213,1748,2048,813,2016-02-01
"347","Colorado","State","2016","03",962,1220,1758,2060,818,2016-03-01
"348","Colorado","State","2016","04",968,1227,1768,2073,823,2016-04-01
"349","Colorado","State","2016","05",976,1237,1783,2089,829,2016-05-01
"350","Colorado","State","2016","06",980,1243,1791,2099,833,2016-06-01
"351","Colorado","State","2016","07",987,1252,1803,2114,839,2016-07-01
"352","Colorado","State","2016","08",988,1253,1806,2116,840,2016-08-01
"353","Colorado","State","2016","09",988,1253,1805,2116,840,2016-09-01
"354","Colorado","State","2016","10",986,1251,1802,2112,838,2016-10-01
"355","Colorado","State","2016","11",981,1244,1792,2101,834,2016-11-01
"356","Colorado","State","2016","12",977,1238,1784,2091,830,2016-12-01
"357","Colorado","State","2017","01",974,1235,1779,2086,828,2017-01-01
"358","Colorado","State","2017","02",977,1239,1785,2093,831,2017-02-01
"359","Colorado","State","2017","03",984,1248,1798,2108,836,2017-03-01
"360","Colorado","State","2017","04",993,1260,1815,2127,844,2017-04-01
"361","Colorado","State","2017","05",1004,1273,1834,2150,853,2017-05-01
"362","Colorado","State","2017","06",1015,1287,1854,2173,862,2017-06-01
"363","Colorado","State","2017","07",1023,1297,1869,2191,869,2017-07-01
"364","Colorado","State","2017","08",1026,1301,1874,2196,872,2017-08-01
"365","Colorado","State","2017","09",1022,1296,1867,2189,869,2017-09-01
"366","Colorado","State","2017","10",1015,1287,1855,2174,863,2017-10-01
"367","Colorado","State","2017","11",1008,1278,1841,2158,857,2017-11-01
"368","Colorado","State","2017","12",1003,1271,1832,2147,852,2017-12-01
"369","Colorado","State","2018","01",1000,1269,1828,2142,850,2018-01-01
"370","Colorado","State","2018","02",1003,1271,1832,2147,852,2018-02-01
"371","Colorado","State","2018","03",1008,1278,1841,2158,856,2018-03-01
"372","Colorado","State","2018","04",1012,1283,1848,2167,860,2018-04-01
"373","Colorado","State","2018","05",1018,1291,1860,2180,865,2018-05-01
"374","Colorado","State","2018","06",1023,1298,1870,2191,870,2018-06-01
"375","Colorado","State","2018","07",1028,1303,1878,2201,873,2018-07-01
"376","Colorado","State","2018","08",1029,1305,1880,2204,875,2018-08-01
"377","Colorado","State","2018","09",1028,1304,1879,2202,874,2018-09-01
"378","Colorado","State","2018","10",1028,1303,1878,2201,873,2018-10-01
"379","Colorado","State","2018","11",1027,1302,1876,2199,872,2018-11-01
"380","Colorado","State","2018","12",1027,1302,1876,2199,873,2018-12-01
"381","Colorado","State","2019","01",1026,1302,1875,2198,872,2019-01-01
"382","Colorado","State","2019","02",1027,1303,1877,2200,873,2019-02-01
"383","Colorado","State","2019","03",1029,1305,1880,2204,875,2019-03-01
"384","Colorado","State","2019","04",1034,1312,1890,2215,879,2019-04-01
"385","Connecticut","State","2014","01",1010,1265,1607,1857,844,2014-01-01
"386","Connecticut","State","2014","02",1014,1269,1613,1864,847,2014-02-01
"387","Connecticut","State","2014","03",1017,1273,1618,1869,850,2014-03-01
"388","Connecticut","State","2014","04",1021,1278,1624,1877,853,2014-04-01
"389","Connecticut","State","2014","05",1024,1283,1630,1884,856,2014-05-01
"390","Connecticut","State","2014","06",1029,1288,1637,1891,859,2014-06-01
"391","Connecticut","State","2014","07",1032,1292,1642,1898,862,2014-07-01
"392","Connecticut","State","2014","08",1033,1293,1644,1900,863,2014-08-01
"393","Connecticut","State","2014","09",1031,1290,1640,1895,861,2014-09-01
"394","Connecticut","State","2014","10",1027,1286,1634,1888,858,2014-10-01
"395","Connecticut","State","2014","11",1025,1283,1630,1884,856,2014-11-01
"396","Connecticut","State","2014","12",1025,1283,1631,1885,856,2014-12-01
"397","Connecticut","State","2015","01",1027,1285,1633,1887,858,2015-01-01
"398","Connecticut","State","2015","02",1028,1288,1636,1891,859,2015-02-01
"399","Connecticut","State","2015","03",1032,1292,1642,1898,863,2015-03-01
"400","Connecticut","State","2015","04",1038,1299,1651,1908,867,2015-04-01
"401","Connecticut","State","2015","05",1053,1319,1676,1937,880,2015-05-01
"402","Connecticut","State","2015","06",1057,1323,1681,1943,883,2015-06-01
"403","Connecticut","State","2015","07",1059,1326,1686,1948,885,2015-07-01
